,,,,FUNDC2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MKRN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PIGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SEC61B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KCNJ15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNRPB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GCLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STAM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IKBKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UQCC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,REPS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EIF1AXP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KPNA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MSS51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDK17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SASS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DCLRE1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RMI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP5F1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FDPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNHG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COPS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RDM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPL42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLC35E2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LSM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TESPA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTHFD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRA2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C1QTNF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GTF2H2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CSF2RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ETS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FEM1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPL22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHMP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ARHGAP12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KDM1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SFXN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PRR14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAI14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DCP1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JKAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BIVM-ERCC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HSPA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IL1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RALGAPA1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VAMP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,H3P47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTRF1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,USP46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PLS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KHK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GNAI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MDH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLUAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SRRM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SULT1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC00841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IZUMO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BSDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TFAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ABAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL10A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OSTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,METTL17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TCAIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CBR3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EIF2S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,THBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LDLRAD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HNRNPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TPRKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUSD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KDSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ELP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NUDT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DHX33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS27L,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DDX46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HSPA14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NR2C2AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TOX4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PNO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC02848,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BECN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FASTKD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GABPB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACTA2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RELCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTCO1P12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HSBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZWINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STK17B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,METTL23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FKBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AREL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MIR4668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PPID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,POSTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DOCK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ASAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COL13A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EIF4ENIF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TMX4-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PIGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PYURF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MFN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DYNLT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STK35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SFXN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CSNK1A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACAA2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RNU6-29P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BORCS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ARF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RNF212B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,S100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CD8A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NDUFA13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CEP19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCT6P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCT6P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LDHB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PHF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHORDC1P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COX10-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MFAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RANBP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MED13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP8B1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SIRT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDK7P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,THOC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MORF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FAM53B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DDR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ERBIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LPGAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TIMM23B-AGAP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BMS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMC1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LSM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TTF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MMP25-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GPATCH11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MYO19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,YBX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP8B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MORF4L1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GOLGA8Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CBY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ASH1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WDSUB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,COX7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ASB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSEN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAMACL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CTSLP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PRKAR2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNTB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TOPORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRGC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRGC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCDC43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRIB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TNFRSF18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPSA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP5MC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RINT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLX1A-SULT1A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLX1B-SULT1A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRAPPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLC25A37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RNF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PDE4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KCNV1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NPTN-IT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GSTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,AASDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C1orf226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RASL11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TCP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NEK10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EXOSC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TMEM265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GRPEL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VDAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VDAC2P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KLHL18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TPM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LAMTOR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MAIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLEC4D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HAUS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBE2G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAB2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTMR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PDCD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C6orf58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACBD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CALHM6-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TREX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MED17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HIKESHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,QTRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BANF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LYRM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNRPD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ASB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PRELID1P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP10A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CADM2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ST6GALNAC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KCTD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UQCRH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UQCRHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DDX59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GRAMD1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TPH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANXA2P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NOL11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MAGT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PAPSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GCC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HSPE1-MOB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DPH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORD57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CSTF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NDUFA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RBM26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DCTN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VNN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TARBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CBX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MBIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADAMTS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NOL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLEC12B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP5F1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TSG101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PRIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MIS18A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNHG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PGM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EMC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HCCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GFPT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADAMTSL4-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMG7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ISCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSPC1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANKRD10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUC7L2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RNF11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SRGAP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ARID5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RMDN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MTNAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUPT20H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP5MJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MIB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PDIA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RRN3P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GGCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,C2orf49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANP32E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NME1-NME2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HMGB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FGF7P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EXTL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MED1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VNN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LRRC59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EIF3I,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SELENOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STEAP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ELF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATF7IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,OTUD4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC02915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC02975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAVER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBR7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORA25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORA32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNRPD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPS33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CNNM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FBXO33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LENG8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DISC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HIF1AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TYW5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TCTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TXNDC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLC18B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IFITM3P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TNFAIP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP11C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MYH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ETS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BABAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CXCL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,IGFBP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GTF2A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CEBPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PDE4DIPP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FLVCR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNRPA1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PARP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PARP4P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS21P7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TBC1D24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KDM6A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TFB2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JCHAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CD99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NEUROG2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NSL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,KIF2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,THADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ACSS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EEF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
