,H3C4,,,PTMAP9,,,,,,,CTCF,,,,,,,,,,
,SH2D3C,,,DNAH3,,,,,,,TAF13,,,,,,,,,,
,GSEC,,,RPL13A,,,,,,,RNF168,,,,,,,,,,
,LPAR2,,,KRT38,,,,,,,FERMT2,,,,,,,,,,
,RHOH,,,ZBTB44-DT,,,,,,,CHFR,,,,,,,,,,
,APBB3,,,FBXL17,,,,,,,ARHGAP15,,,,,,,,,,
,FBXL13,,,LINC01926,,,,,,,PRKAA1,,,,,,,,,,
,USP25,,,LINC01514,,,,,,,SMNDC1,,,,,,,,,,
,KCNJ2,,,CDY2A,,,,,,,YEATS2,,,,,,,,,,
,PARP14,,,CDY2B,,,,,,,SMIM13,,,,,,,,,,
,CXCL1,,,PTDSS1,,,,,,,ZFP36L2,,,,,,,,,,
,SIRPB2,,,TTTY1,,,,,,,ENSA,,,,,,,,,,
,SERPINB2,,,TTTY1B,,,,,,,LAMTOR1,,,,,,,,,,
,UBXN2B,,,LINC01842,,,,,,,MGME1,,,,,,,,,,
,ARID4B,,,AIPL1,,,,,,,DHRS7,,,,,,,,,,
,SLC15A4,,,MT-CO1,,,,,,,DCP1A,,,,,,,,,,
,USP10,,,NACA,,,,,,,TMUB2,,,,,,,,,,
,ICAM1,,,FRMD7,,,,,,,AFF4,,,,,,,,,,
,ZNF277,,,TRIP12,,,,,,,INIP,,,,,,,,,,
,ST20,,,CFAP107,,,,,,,BRK1,,,,,,,,,,
,ELF4,,,LINC02003,,,,,,,SPEN,,,,,,,,,,
,EMB,,,NUS1P2,,,,,,,RBSN,,,,,,,,,,
,RAB31,,,NUS1P3,,,,,,,HDAC7,,,,,,,,,,
,HLA-C,,,MT-ND1,,,,,,,SECISBP2,,,,,,,,,,
,TMEM11,,,MT-ND2,,,,,,,DNAJC3,,,,,,,,,,
,STK38L,,,MT-TI,,,,,,,ORMDL2,,,,,,,,,,
,RNF166,,,MT-TM,,,,,,,MAGOH,,,,,,,,,,
,ADPGK,,,OS9,,,,,,,RB1,,,,,,,,,,
,ZYX,,,SVOP,,,,,,,APLP2,,,,,,,,,,
,NATD1,,,DNTT,,,,,,,PAN3,,,,,,,,,,
,C3orf62,,,MUC3A,,,,,,,NBN,,,,,,,,,,
,TMEM140,,,SON,,,,,,,MAP7D1,,,,,,,,,,
,PXK,,,PMCHL2,,,,,,,SUDS3,,,,,,,,,,
,ANKDD1A,,,PPP1R8,,,,,,,RCHY1,,,,,,,,,,
,SNORD37,,,HHLA2,,,,,,,QRICH1,,,,,,,,,,
,VMP1,,,ZYG11B,,,,,,,MIR7-1,,,,,,,,,,
,SIPA1,,,H2BC15,,,,,,,TARDBP,,,,,,,,,,
,RFX2,,,MRAP-AS1,,,,,,,H1-2,,,,,,,,,,
,RELA,,,EIF4EP2,,,,,,,WDR82,,,,,,,,,,
,HM13-AS1,,,GORASP2,,,,,,,TMED5,,,,,,,,,,
,RUBCNL,,,MT-ND6,,,,,,,FIP1L1,,,,,,,,,,
,NAPA-AS1,,,MT-TE,,,,,,,RAP1B,,,,,,,,,,
,FAM151B,,,KCNQ3,,,,,,,NR3C1,,,,,,,,,,
,ELF2,,,SIGLEC11,,,,,,,SNTB2,,,,,,,,,,
,SUPT20H,,,WDR6,,,,,,,TAX1BP1,,,,,,,,,,
,CXCL16,,,GTF2IP1,,,,,,,ATMIN,,,,,,,,,,
,KMT2C,,,GTF2IP4,,,,,,,RNF34,,,,,,,,,,
,CRK,,,AKR1D1,,,,,,,FOXN2,,,,,,,,,,
,ZNFX1,,,MT-ND5,,,,,,,ATP6V1D,,,,,,,,,,
,IKBKG,,,TMEM212,,,,,,,METTL23,,,,,,,,,,
,RSRC2,,,CHCT1,,,,,,,SLC38A2,,,,,,,,,,
,CLASRP,,,KCMF1,,,,,,,EIF2B1,,,,,,,,,,
,SAMD4B,,,TBC1D22A-AS1,,,,,,,EGR1,,,,,,,,,,
,LSP1,,,LINC00391,,,,,,,WDR45B,,,,,,,,,,
,ARID4A,,,LINC00174,,,,,,,ZDHHC7,,,,,,,,,,
,GPR132,,,CDR2-DT,,,,,,,EIF1,,,,,,,,,,
,VHL,,,MESP2,,,,,,,AP4E1,,,,,,,,,,
,TRIM5,,,GRM6,,,,,,,MLH1,,,,,,,,,,
,MIR4742,,,WDR38,,,,,,,REV1,,,,,,,,,,
,SEC14L1,,,ELOA2,,,,,,,TRAK1,,,,,,,,,,
,MARK3,,,CHRDL2,,,,,,,PIK3R4,,,,,,,,,,
,RAP2C,,,IL12A-AS1,,,,,,,HNRNPA2B1,,,,,,,,,,
,FCER1G,,,PINK1-AS,,,,,,,WSB2,,,,,,,,,,
,DBNL,,,DYNC1I2P1,,,,,,,DLEU2,,,,,,,,,,
,EXOC8,,,SULT2A1,,,,,,,PRKAG1,,,,,,,,,,
,SQSTM1,,,UBE2V2P3,,,,,,,DNAJC8,,,,,,,,,,
,MYH9,,,EDA,,,,,,,KLHL20,,,,,,,,,,
,HSPBAP1,,,FBLL1,,,,,,,ATXN7L3,,,,,,,,,,
,MAP4K2,,,TUBA1B,,,,,,,LAMP1,,,,,,,,,,
,HSPA6,,,AHCYL1,,,,,,,ISCU,,,,,,,,,,
,CDK9,,,CYP8B1,,,,,,,DHX9,,,,,,,,,,
,TSPAN2,,,ANKRD30BL,,,,,,,SETD2,,,,,,,,,,
,MIR22HG,,,SPHKAP,,,,,,,FRMD6,,,,,,,,,,
,AMPD2,,,GALNTL5,,,,,,,POMP,,,,,,,,,,
,ZNF487,,,H3C2,,,,,,,MRPS14,,,,,,,,,,
,PLAU,,,TVP23B,,,,,,,VPS37A,,,,,,,,,,
,OGA,,,TVP23CP2,,,,,,,TCF20,,,,,,,,,,
,IL10RA,,,TAS2R64P,,,,,,,TRIB1,,,,,,,,,,
,JAK2,,,STT3B,,,,,,,DPH3,,,,,,,,,,
,BRD4,,,MASP1,,,,,,,PDHB,,,,,,,,,,
,GGA3,,,TUBAP2,,,,,,,YWHAG,,,,,,,,,,
,VPS37B,,,POLDIP3,,,,,,,PTPN2,,,,,,,,,,
,DCAF12,,,PDE4C,,,,,,,RNF122,,,,,,,,,,
,SRA1,,,MSRB3-AS1,,,,,,,PDLIM5,,,,,,,,,,
,CMIP,,,MEMO1P2,,,,,,,BUD31,,,,,,,,,,
,MSL3,,,SNORA10,,,,,,,METTL18,,,,,,,,,,
,STK10,,,USP7,,,,,,,ATF4,,,,,,,,,,
,MITD1,,,ARPC3P3,,,,,,,GATAD2A,,,,,,,,,,
,FCN1,,,SPARC,,,,,,,ZCCHC8,,,,,,,,,,
,LUZP6,,,SAMD12,,,,,,,CDC7,,,,,,,,,,
,NDST2,,,LINC00347,,,,,,,IWS1,,,,,,,,,,
,PDE4B,,,TMEM241,,,,,,,ERLIN1,,,,,,,,,,
,TLR1,,,LINC02530,,,,,,,RUBCN,,,,,,,,,,
,ADGRE5,,,SNORD34,,,,,,,COX7A2L,,,,,,,,,,
,BICD2,,,HMGB1P4,,,,,,,TBCCD1,,,,,,,,,,
,LILRA2,,,DAP3,,,,,,,VPS13C,,,,,,,,,,
,SNORD35B,,,ARF6,,,,,,,MYCBP2,,,,,,,,,,
,TLN1,,,TOMM7,,,,,,,RBM23,,,,,,,,,,
,RCOR1,,,KIAA0825,,,,,,,MAP2K1,,,,,,,,,,
,CYSLTR1,,,ATP1B3,,,,,,,PRPF39,,,,,,,,,,
,NIT1,,,CCR4,,,,,,,EAF1,,,,,,,,,,
,KLHL21,,,RDH16,,,,,,,FAM117A,,,,,,,,,,
,INPP4A,,,RPS6KA2-AS1,,,,,,,MRPL18,,,,,,,,,,
,PARP9,,,DHFR2,,,,,,,FAM168B,,,,,,,,,,
,PTBP3,,,SPATA32,,,,,,,RARG,,,,,,,,,,
,B3GNT2,,,CDC42BPG,,,,,,,FRYL,,,,,,,,,,
,IKZF1,,,PLEKHG4B,,,,,,,KHDC4,,,,,,,,,,
,H2BC20P,,,PAH,,,,,,,RANBP2,,,,,,,,,,
,TNFAIP8,,,SFXN3,,,,,,,DYNC1LI1,,,,,,,,,,
,GAB3,,,CSTF3-DT,,,,,,,ARFGAP3,,,,,,,,,,
,DAPK2,,,CASC2,,,,,,,USP12,,,,,,,,,,
,LPCAT2,,,COX8A,,,,,,,MRTFA,,,,,,,,,,
,BCL2L11,,,SMOC1,,,,,,,IRF2BP2,,,,,,,,,,
,SS18L2,,,VN1R105P,,,,,,,VPS4B,,,,,,,,,,
,CSNK1D,,,DDX1,,,,,,,,,,,,,,,,,
,NXF1,,,TMEM72,,,,,,,,,,,,,,,,,
,TUBA4A,,,MAPK10,,,,,,,,,,,,,,,,,
,CEBPB,,,MRGPRX1,,,,,,,,,,,,,,,,,
,BRI3,,,KRTAP9-4,,,,,,,,,,,,,,,,,
,SP1,,,LUZP2,,,,,,,,,,,,,,,,,
,HERC3,,,CXorf58,,,,,,,,,,,,,,,,,
,HNRNPF,,,NOVA2,,,,,,,,,,,,,,,,,
,ARHGAP30,,,FTLP3,,,,,,,,,,,,,,,,,
,SCLT1,,,AGTR2,,,,,,,,,,,,,,,,,
,CRISPLD2,,,LINC01917,,,,,,,,,,,,,,,,,
,COP1,,,RPS27,,,,,,,,,,,,,,,,,
,NFAM1,,,RPS27P3,,,,,,,,,,,,,,,,,
,HLA-E,,,RPS27P4,,,,,,,,,,,,,,,,,
,INPP5D,,,RPS27P8,,,,,,,,,,,,,,,,,
,HBP1,,,LINC00654,,,,,,,,,,,,,,,,,
,RAB3A,,,EIF4E,,,,,,,,,,,,,,,,,
,ZNF319,,,FBXO38-DT,,,,,,,,,,,,,,,,,
,MAP2K6,,,NSUN2,,,,,,,,,,,,,,,,,
,GLRX,,,PPM1K-DT,,,,,,,,,,,,,,,,,
,SYAP1,,,IER3IP1,,,,,,,,,,,,,,,,,
,FHL3,,,SLC4A1,,,,,,,,,,,,,,,,,
,TMEM234,,,NARS1,,,,,,,,,,,,,,,,,
,FOXO3,,,DIABLO,,,,,,,,,,,,,,,,,
,NFAT5,,,LMX1A-AS2,,,,,,,,,,,,,,,,,
,STX3,,,UNC45B,,,,,,,,,,,,,,,,,
,C9orf78,,,ABCC6P1,,,,,,,,,,,,,,,,,
,PSME3IP1,,,POU5F1B,,,,,,,,,,,,,,,,,
,IFITM1,,,VBP1,,,,,,,,,,,,,,,,,
,S100A11,,,PCDH10-DT,,,,,,,,,,,,,,,,,
,ATP2B1,,,EMC7,,,,,,,,,,,,,,,,,
,SMG7,,,BLOC1S2,,,,,,,,,,,,,,,,,
,PRELID1,,,DPP8,,,,,,,,,,,,,,,,,
,ITGB2-AS1,,,PRKAR2A,,,,,,,,,,,,,,,,,
,FAM220A,,,TOB2,,,,,,,,,,,,,,,,,
,MTFMT,,,EIF2B5,,,,,,,,,,,,,,,,,
,RAPGEF6,,,STAT2,,,,,,,,,,,,,,,,,
,SIPA1L1,,,LINC02838,,,,,,,,,,,,,,,,,
,CD46,,,TMBIM6,,,,,,,,,,,,,,,,,
,DENND1A,,,RFFL,,,,,,,,,,,,,,,,,
,PRKCB,,,VPS13C-DT,,,,,,,,,,,,,,,,,
,ADAT1,,,OR5K1,,,,,,,,,,,,,,,,,
,SNRNP27,,,TMED10,,,,,,,,,,,,,,,,,
,TSC22D3,,,ADH7,,,,,,,,,,,,,,,,,
,ZNF429,,,PCDHB8,,,,,,,,,,,,,,,,,
,S100A8,,,ANXA2,,,,,,,,,,,,,,,,,
,TMEM170B,,,CSMD2-AS1,,,,,,,,,,,,,,,,,
,MTRNR2L8,,,LINC01821,,,,,,,,,,,,,,,,,
,TRAF3IP3,,,CT69,,,,,,,,,,,,,,,,,
,ABCA7,,,UBP1,,,,,,,,,,,,,,,,,
,SESN2,,,TUBA1C,,,,,,,,,,,,,,,,,
,RAB35,,,ITGA11,,,,,,,,,,,,,,,,,
,IL1RAP,,,ARHGAP36,,,,,,,,,,,,,,,,,
,NOP10,,,CD63,,,,,,,,,,,,,,,,,
,FBXO42,,,SEC23A,,,,,,,,,,,,,,,,,
,DYNLT1,,,RPL13AP25,,,,,,,,,,,,,,,,,
,PHF11,,,ACO2P1,,,,,,,,,,,,,,,,,
,MDM4,,,RAB4A-AS1,,,,,,,,,,,,,,,,,
,BTG1,,,PDIA3,,,,,,,,,,,,,,,,,
,NFATC3,,,SLC6A4,,,,,,,,,,,,,,,,,
,KDM1B,,,SBDS,,,,,,,,,,,,,,,,,
,ELF1,,,SBDSP1,,,,,,,,,,,,,,,,,
,KLHL28,,,TERB2,,,,,,,,,,,,,,,,,
,NMI,,,RNF170,,,,,,,,,,,,,,,,,
,ROCK1,,,SRSF9,,,,,,,,,,,,,,,,,
,ARHGAP27P1,,,XACT,,,,,,,,,,,,,,,,,
,IFITM3,,,WAC,,,,,,,,,,,,,,,,,
,VPS18,,,SLC10A1,,,,,,,,,,,,,,,,,
,MORF4L2,,,ABCA4,,,,,,,,,,,,,,,,,
,SAP30BP,,,SCAF8,,,,,,,,,,,,,,,,,
,STX4,,,DENND6A,,,,,,,,,,,,,,,,,
,CREBRF,,,NCL,,,,,,,,,,,,,,,,,
,UBE2W,,,POU1F1,,,,,,,,,,,,,,,,,
,MAP2K4,,,ZNF80,,,,,,,,,,,,,,,,,
,CD82,,,ST18,,,,,,,,,,,,,,,,,
,IRAG1,,,OR7E19P,,,,,,,,,,,,,,,,,
,TBC1D2,,,NFE2L1,,,,,,,,,,,,,,,,,
,PJA2,,,KRTAP4-8,,,,,,,,,,,,,,,,,
,YPEL3,,,ZNF81,,,,,,,,,,,,,,,,,
,STAT1,,,UBQLN1,,,,,,,,,,,,,,,,,
,CNEP1R1,,,MEX3C,,,,,,,,,,,,,,,,,
,MIR548H4,,,RPL15P14,,,,,,,,,,,,,,,,,
,ZSWIM8,,,RPL15P2,,,,,,,,,,,,,,,,,
,ZC3H7A,,,RPL15P3,,,,,,,,,,,,,,,,,
,DENND4A,,,RPL15P7,,,,,,,,,,,,,,,,,
,PI3,,,LINC02582,,,,,,,,,,,,,,,,,
,DNAJC5,,,VSX1,,,,,,,,,,,,,,,,,
,ITPRIP,,,NPTN,,,,,,,,,,,,,,,,,
,LINC-PINT,,,RPL36A,,,,,,,,,,,,,,,,,
,SAMD9,,,RPL36A-HNRNPH2,,,,,,,,,,,,,,,,,
,DOCK11,,,RPL36AP37,,,,,,,,,,,,,,,,,
,TPST2,,,ARHGAP27P1-BPTFP1-KPNA2P3,,,,,,,,,,,,,,,,,
,LAMTOR3,,,KRTAP4-11,,,,,,,,,,,,,,,,,
,EBLN2,,,CCDC47,,,,,,,,,,,,,,,,,
,THAP9-AS1,,,TTC16,,,,,,,,,,,,,,,,,
,SBNO2,,,KIAA1143,,,,,,,,,,,,,,,,,
,CREB5,,,H1-0,,,,,,,,,,,,,,,,,
,FAM200B,,,HEXB,,,,,,,,,,,,,,,,,
,ZNF394,,,ODAD3,,,,,,,,,,,,,,,,,
,CLEC2B,,,OCM,,,,,,,,,,,,,,,,,
,MIR5685,,,OCM2,,,,,,,,,,,,,,,,,
,NIN,,,NDUFA4,,,,,,,,,,,,,,,,,
,DMXL2,,,SBNO1-AS1,,,,,,,,,,,,,,,,,
,ZCCHC2,,,COX7A2,,,,,,,,,,,,,,,,,
,CTSS,,,JUND,,,,,,,,,,,,,,,,,
,RIGI,,,RAB6A,,,,,,,,,,,,,,,,,
,CNOT8,,,PDXP-DT,,,,,,,,,,,,,,,,,
,ACCSL,,,DMBT1,,,,,,,,,,,,,,,,,
,FAR1,,,RPS3AP5,,,,,,,,,,,,,,,,,
,TBXAS1,,,ADH4,,,,,,,,,,,,,,,,,
,CFP,,,CLXN,,,,,,,,,,,,,,,,,
,MED11,,,FHIP2A,,,,,,,,,,,,,,,,,
,MAPK13,,,LINC00642,,,,,,,,,,,,,,,,,
,MTMR14,,,MIR3064,,,,,,,,,,,,,,,,,
,RBL2,,,EIF5,,,,,,,,,,,,,,,,,
,BIRC3,,,TNK2-AS1,,,,,,,,,,,,,,,,,
,OASL,,,RPL7,,,,,,,,,,,,,,,,,
,PSMA3-AS1,,,CHCHD3,,,,,,,,,,,,,,,,,
,PAG1,,,DIAPH1-AS1,,,,,,,,,,,,,,,,,
,FAM193B,,,RCN1,,,,,,,,,,,,,,,,,
,CCDC9,,,EIF4G2,,,,,,,,,,,,,,,,,
,GUSBP11,,,OR2T2,,,,,,,,,,,,,,,,,
,GPN3,,,OR2T35,,,,,,,,,,,,,,,,,
,LRCH4,,,GLRX5,,,,,,,,,,,,,,,,,
,TXNIP,,,CACNG7,,,,,,,,,,,,,,,,,
,BMAL1,,,SPCS2P4,,,,,,,,,,,,,,,,,
,PLCL2,,,SNORD14E,,,,,,,,,,,,,,,,,
,VAMP1,,,RPL4P2,,,,,,,,,,,,,,,,,
,RNF144B,,,RPL4P4,,,,,,,,,,,,,,,,,
,ZBTB49,,,RPL4P5,,,,,,,,,,,,,,,,,
,MARK2,,,GFAP,,,,,,,,,,,,,,,,,
,CYP19A1,,,ATP2C1,,,,,,,,,,,,,,,,,
,NQO2,,,NEXN-AS1,,,,,,,,,,,,,,,,,
,SH2B2,,,NPC2,,,,,,,,,,,,,,,,,
,EIF4EBP2,,,MKRN1,,,,,,,,,,,,,,,,,
,SDCCAG8,,,ZSWIM8-AS1,,,,,,,,,,,,,,,,,
,KMT2B,,,EXOC3L4,,,,,,,,,,,,,,,,,
,OGFRL1,,,RPL22,,,,,,,,,,,,,,,,,
,WIPF1,,,DAZAP1,,,,,,,,,,,,,,,,,
,SENP7,,,UBE2K,,,,,,,,,,,,,,,,,
,TOPORS,,,PEBP1P2,,,,,,,,,,,,,,,,,
,MAFF,,,HAS1,,,,,,,,,,,,,,,,,
,CXorf65,,,FAM170B,,,,,,,,,,,,,,,,,
,PSTPIP1,,,SEC22B2P,,,,,,,,,,,,,,,,,
,AGO2,,,SEC22B3P,,,,,,,,,,,,,,,,,
,ZNF324,,,SEC22B4P,,,,,,,,,,,,,,,,,
,BAZ2B,,,RPSA,,,,,,,,,,,,,,,,,
,OGFR,,,RPSAP12,,,,,,,,,,,,,,,,,
,SPACA6,,,RPSAP15,,,,,,,,,,,,,,,,,
,RAD9A,,,RPSAP19,,,,,,,,,,,,,,,,,
,STARD8,,,RPSAP26,,,,,,,,,,,,,,,,,
,SNORA12,,,RPSAP54,,,,,,,,,,,,,,,,,
,POLM,,,RPSAP9,,,,,,,,,,,,,,,,,
,ARF1,,,SNORA62,,,,,,,,,,,,,,,,,
,NINJ1,,,LINC01122,,,,,,,,,,,,,,,,,
,NRBF2,,,IRF2BP1,,,,,,,,,,,,,,,,,
,IER3,,,FNDC11,,,,,,,,,,,,,,,,,
,LOC100289473,,,CALB2,,,,,,,,,,,,,,,,,
,PHF23,,,MIR122,,,,,,,,,,,,,,,,,
,COTL1,,,ARL8B,,,,,,,,,,,,,,,,,
,LRP5L,,,RELL1,,,,,,,,,,,,,,,,,
,CD300E,,,UAP1,,,,,,,,,,,,,,,,,
,RTF2,,,TAT,,,,,,,,,,,,,,,,,
,PML,,,ATP5PO,,,,,,,,,,,,,,,,,
,IRAK4,,,EFR3A,,,,,,,,,,,,,,,,,
,MBOAT2,,,MTMR1,,,,,,,,,,,,,,,,,
,SLC25A28,,,CERS5,,,,,,,,,,,,,,,,,
,ANKRD11,,,AQP12A,,,,,,,,,,,,,,,,,
,AKAP10,,,AQP12B,,,,,,,,,,,,,,,,,
,PPP2R3C,,,PROCA1,,,,,,,,,,,,,,,,,
,MXD3,,,ACADM,,,,,,,,,,,,,,,,,
,LONRF3,,,SPART,,,,,,,,,,,,,,,,,
,RBM47,,,SDCBP,,,,,,,,,,,,,,,,,
,OTUD5,,,ARHGAP35,,,,,,,,,,,,,,,,,
,ZNF281,,,RAB10,,,,,,,,,,,,,,,,,
,HBEGF,,,HNRNPH2,,,,,,,,,,,,,,,,,
,TECPR1,,,CRYGC,,,,,,,,,,,,,,,,,
,TRPC4AP,,,HMGCLL1,,,,,,,,,,,,,,,,,
,SELPLG,,,PSMD14,,,,,,,,,,,,,,,,,
,DUSP18,,,KIF19,,,,,,,,,,,,,,,,,
,ZNF770,,,TRMT5,,,,,,,,,,,,,,,,,
,MAPRE2,,,JAKMIP3,,,,,,,,,,,,,,,,,
,CA4,,,TPM3P4,,,,,,,,,,,,,,,,,
,BTK,,,SKP1,,,,,,,,,,,,,,,,,
,PPP4C,,,PATZ1,,,,,,,,,,,,,,,,,
,BLOC1S3,,,DCST1-AS1,,,,,,,,,,,,,,,,,
,MOB3C,,,LSMEM2,,,,,,,,,,,,,,,,,
,SF1,,,KRBOX5,,,,,,,,,,,,,,,,,
,TOM1,,,BTNL3,,,,,,,,,,,,,,,,,
,PELI2,,,ATF4P3,,,,,,,,,,,,,,,,,
,GRK2,,,ATP6V1G2-DDX39B,,,,,,,,,,,,,,,,,
,NPEPPSP1,,,CDC20B,,,,,,,,,,,,,,,,,
,RHBDF2,,,HADHB,,,,,,,,,,,,,,,,,
,SLC36A1,,,MTPN,,,,,,,,,,,,,,,,,
,IMPDH1,,,ZNF407,,,,,,,,,,,,,,,,,
,CCNH,,,OLA1,,,,,,,,,,,,,,,,,
,ZNF791,,,ADPRHL1,,,,,,,,,,,,,,,,,
,NFYA,,,ERN2,,,,,,,,,,,,,,,,,
,MED20,,,DUTP1,,,,,,,,,,,,,,,,,
,PHOSPHO1,,,FBXW11,,,,,,,,,,,,,,,,,
,METTL22,,,RBM3,,,,,,,,,,,,,,,,,
,JMJD6,,,PON1,,,,,,,,,,,,,,,,,
,SAMD9L,,,H4C14,,,,,,,,,,,,,,,,,
,CASP8,,,H4C15,,,,,,,,,,,,,,,,,
,GBP1,,,DCLK3,,,,,,,,,,,,,,,,,
,DAGLB,,,CACNG1,,,,,,,,,,,,,,,,,
,AGO3,,,CNBD1,,,,,,,,,,,,,,,,,
,TAF10,,,RAN,,,,,,,,,,,,,,,,,
,WIPF2,,,MIR6764,,,,,,,,,,,,,,,,,
,USP38,,,RIMBP3,,,,,,,,,,,,,,,,,
,RIC1,,,RIMBP3B,,,,,,,,,,,,,,,,,
,LTA4H,,,RIMBP3C,,,,,,,,,,,,,,,,,
,MAX,,,SPNS3,,,,,,,,,,,,,,,,,
,SYK,,,WWP1-AS1,,,,,,,,,,,,,,,,,
,SCARNA9,,,BTN1A1,,,,,,,,,,,,,,,,,
,PSEN1,,,RPLP2,,,,,,,,,,,,,,,,,
,ZFAND2B,,,BCAR3-AS1,,,,,,,,,,,,,,,,,
,FUS,,,TALAM1,,,,,,,,,,,,,,,,,
,DEF6,,,LNCAROD,,,,,,,,,,,,,,,,,
,RSBN1,,,NHLRC2,,,,,,,,,,,,,,,,,
,KDM5C,,,UPK2,,,,,,,,,,,,,,,,,
,AMOTL2,,,LINC02600,,,,,,,,,,,,,,,,,
,ADRB2,,,KLHL11,,,,,,,,,,,,,,,,,
,ARMT1,,,ZNF221,,,,,,,,,,,,,,,,,
,DCTN4,,,MIR6762,,,,,,,,,,,,,,,,,
,CCND3,,,CDKN1B,,,,,,,,,,,,,,,,,
,HNRNPL,,,RPRD2,,,,,,,,,,,,,,,,,
,MAFG,,,PDIA6,,,,,,,,,,,,,,,,,
,ZFAND3,,,CCT6A,,,,,,,,,,,,,,,,,
,NARF,,,UBE2NL,,,,,,,,,,,,,,,,,
,APOBR,,,RAB3GAP1,,,,,,,,,,,,,,,,,
,RCSD1,,,HSD3BP1,,,,,,,,,,,,,,,,,
,SH3BP5L,,,APP,,,,,,,,,,,,,,,,,
,TMEM183A,,,HMGN3,,,,,,,,,,,,,,,,,
,INKA2,,,WNT10B,,,,,,,,,,,,,,,,,
,PGLYRP1,,,ING2-DT,,,,,,,,,,,,,,,,,
,SULT1B1,,,RASD1,,,,,,,,,,,,,,,,,
,UBE2H,,,TMEM51-AS1,,,,,,,,,,,,,,,,,
,MYNN,,,PCMT1,,,,,,,,,,,,,,,,,
,NKIRAS2,,,MTCO1P12,,,,,,,,,,,,,,,,,
,UBE2L6,,,CHRM4,,,,,,,,,,,,,,,,,
,RBM17,,,FBXO9,,,,,,,,,,,,,,,,,
,CHMP1B,,,C11orf65,,,,,,,,,,,,,,,,,
,ING2,,,CALY,,,,,,,,,,,,,,,,,
,SAFB,,,RPL6,,,,,,,,,,,,,,,,,
,ST3GAL2,,,RPL6P10,,,,,,,,,,,,,,,,,
,LINS1,,,RPL6P19,,,,,,,,,,,,,,,,,
,FCHSD1,,,RPL6P27,,,,,,,,,,,,,,,,,
,RNF40,,,FTL,,,,,,,,,,,,,,,,,
,RPUSD3,,,AIRIM,,,,,,,,,,,,,,,,,
,LIN37,,,RAC1,,,,,,,,,,,,,,,,,
,TUSC2,,,TRIT1,,,,,,,,,,,,,,,,,
,H2AC8,,,GABARAPL3,,,,,,,,,,,,,,,,,
,CCDC88B,,,FKBP9,,,,,,,,,,,,,,,,,
,SLC12A9,,,PPIL6,,,,,,,,,,,,,,,,,
,CREM,,,ZNF197,,,,,,,,,,,,,,,,,
,C2orf68,,,PBX4,,,,,,,,,,,,,,,,,
,BET1L,,,EDIL3-DT,,,,,,,,,,,,,,,,,
,MTX1,,,PSMC1,,,,,,,,,,,,,,,,,
,PLD2,,,PSMC1P1,,,,,,,,,,,,,,,,,
,YOD1,,,MT-TL2,,,,,,,,,,,,,,,,,
,BATF2,,,MTND5P11,,,,,,,,,,,,,,,,,
,DPYD,,,EHMT2-AS1,,,,,,,,,,,,,,,,,
,NPAT,,,QTRT2,,,,,,,,,,,,,,,,,
,KLF7,,,ZNF490,,,,,,,,,,,,,,,,,
,TRANK1,,,MTMR4,,,,,,,,,,,,,,,,,
,CBX4,,,SMAD2,,,,,,,,,,,,,,,,,
,SLC22A4,,,RTRAF,,,,,,,,,,,,,,,,,
,KCNIP2,,,RDH11,,,,,,,,,,,,,,,,,
,SNIP1,,,SLC25A30,,,,,,,,,,,,,,,,,
,IFIT3,,,HP1BP3,,,,,,,,,,,,,,,,,
,PISD,,,TMEM184C,,,,,,,,,,,,,,,,,
,TPK1,,,SKP1P1,,,,,,,,,,,,,,,,,
,ARNT,,,TMIE,,,,,,,,,,,,,,,,,
,NT5C3A,,,ADPRS,,,,,,,,,,,,,,,,,
,MBD6,,,GHITM,,,,,,,,,,,,,,,,,
,P2RX1,,,PPP2R3B,,,,,,,,,,,,,,,,,
,LSM10,,,MIR3936HG,,,,,,,,,,,,,,,,,
,KDM7A,,,PGAM1,,,,,,,,,,,,,,,,,
,AZIN1,,,PGAM4,,,,,,,,,,,,,,,,,
,DHRS12,,,HNRNPA3P10,,,,,,,,,,,,,,,,,
,TPRG1L,,,HNRNPA3P3,,,,,,,,,,,,,,,,,
,PLAGL1,,,HNRNPA3P5,,,,,,,,,,,,,,,,,
,ZNF100,,,SNX4,,,,,,,,,,,,,,,,,
,DPEP2,,,TTC19,,,,,,,,,,,,,,,,,
,SF3B4,,,F7,,,,,,,,,,,,,,,,,
,CWF19L1,,,PLD5,,,,,,,,,,,,,,,,,
,USP49,,,PRPF40B,,,,,,,,,,,,,,,,,
,TNFSF15,,,DMRTC2,,,,,,,,,,,,,,,,,
,TPD52L2,,,SPCS1,,,,,,,,,,,,,,,,,
,ING3,,,LINC01213,,,,,,,,,,,,,,,,,
,WDR26,,,MRPS11P1,,,,,,,,,,,,,,,,,
,PRR14,,,HDAC1,,,,,,,,,,,,,,,,,
,TENT2,,,CACYBP,,,,,,,,,,,,,,,,,
,RELB,,,SEM1,,,,,,,,,,,,,,,,,
,NPEPPS,,,TCEANC2,,,,,,,,,,,,,,,,,
,MBNL1,,,FTH1P11,,,,,,,,,,,,,,,,,
,WDR37,,,FTH1P16,,,,,,,,,,,,,,,,,
,RALY,,,FTH1P2,,,,,,,,,,,,,,,,,
,ANTXR2,,,FTH1P20,,,,,,,,,,,,,,,,,
