GSE50509,GSE91061,GSE50509|GSE91061
,TRIT1,
,CHERP,
,MFSD5,
,C1GALT1C1L,
,SEPTIN7P14,
,MYH10,
,CPSF3,
,TIMM50,
,FBXW5,
,ZNF225,
,GPR137B,
,NCLN,
,MRPL12,
,HACL1,
,TIAM1,
,FAAP24,
,SSRP1,
,MIR3136,
,FBXO11,
,NDUFB11,
,C19orf53,
,NHLRC3,
,NCL,
,CNN3-DT,
,ZBTB21,
,ECH1,
,PLPBP,
,GTF3C6,
,TSPAN14,
,RCSD1,
,TRIM11,
,MAN1B1,
,RCHY1,
,DIP2C,
,PTRHD1,
,ZFYVE16,
,IFI6,
,TARS2,
,ATAD3B,
,RAB1A,
,ATF2,
,GCAT,
,NPHP1,
,FARSA,
,EI24,
,TRIO,
,LRRC58,
,XPO7,
,TAL1,
,MTM1,
,PPIL4,
,LAS1L,
,GTPBP8,
,WTIP,
,NOC3L,
,PDAP1,
,PHIP,
,UBTF,
,RNF146,
,ZBTB8OS,
,PPIL3,
,CCDC137,
,TPGS2,
,TOMM40,
,RUSF1,
,TWF1,
,SNORA75,
,ETV3,
,MAGEA12,
,TMEM51,
,NICOL1,
,PLEKHA3,
,PSMC5,
,RACGAP1,
,IBTK,
,SPEN-AS1,
,GTPBP10,
,OPA3,
,ATP5MC1,
,YJU2B,
,TRAF3IP2,
,MAP2K4,
,MRPS34,
,CHAF1A,
,TMEM120B,
,KRTCAP2,
,TOMM70,
,RRP9,
,TUT1,
,PRR14,
,TCP1,
,UBL4A,
,FGD5-AS1,
,ZNF664,
,REXO5,
,GPRASP3,
,PIK3CG,
,ZBTB14,
,MAPK8IP3,
,DYNLT1,
,CCDC181,
,APBA3,
,HSCB,
,COX16,
,ZNF768,
,SSNA1,
,ZNF586,
,PHC1,
,DDX5,
,KIF11,
,FAM118B,
,SNRNP25,
,STARD7,
,TRAIP,
,SULT1C2,
,SOCS7,
,SERTAD3,
,MELK,
,SSBP1,
,FCER2,
,LINC00926,
,WDR75,
,TXNL4A,
,AP4S1,
,C1orf35,
,RABIF,
,DSCR8,
,NF2,
,VPS72,
,SDHAF2,
,PSMA6,
,RAB5A,
,TMEM161A,
,ARPC3,
,PCIF1,
,ANKRD33B,
,ENTPD4,
,AMDHD2,
,MCRIP2,
,MAGI2,
,NOL9,
,CDC34,
,ZNF252P,
,ATG5,
,RDH11,
,ANKIB1,
,PTER,
,KCNA2,
,MARCHF7,
,LIN37,
,FUT11,
,ZNF326,
,ATP5ME,
,PIGK,
,EDN3,
,PAX6,
,MORC3,
,STRN3,
,MRPL4,
,SLC38A6,
,ZFYVE27,
,TOPBP1,
,MSANTD3,
,GPR161,
,PTGES3,
,PRDX4,
,NVL,
,DTYMK,
,PMM2,
,OSBPL10,
,BRIP1,
,ATP2A1-AS1,
,ARF5,
,ARF1,
,THOC7,
,ZNF358,
,GSTZ1,
,WDR62,
,TYW3,
,TTC21B,
,SEPTIN11,
,ANAPC1,
,ROCK1,
,BBS12,
,IPMK,
,TACR2,
,PYROXD1,
,MAZ,
,HELZ2,
,ZFYVE19,
,PDE6G,
,PIGW,
,FLYWCH1,
,ACBD4,
,COPS3,
,SLC35B3,
,PGGT1B,
,POLD1,
,MYDGF,
,ABCA11P,
,FAM219B,
,DTX2,
,TMEM147-AS1,
,G6PC3,
,ITPKA,
,ZFYVE28,
,ZNF791,
,RAB5B,
,NT5C2,
,MSH2,
,IDH3G,
,GGPS1,
,PPP1R13B,
,APBB1IP,
,EMC10,
,TMEM179B,
,MTRES1,
,CSNK1G2,
,CDS2,
,DGKG,
,CHMP4A,
,RAD17,
,LCORL,
,RAPGEF2,
,CHORDC1,
,KDM3A,
,B4GALT4,
,ZMYM3,
,SEPTIN2,
,LMAN2L,
,PTTG1IP,
,TMEM237,
,THUMPD3-AS1,
,MAP3K7,
,AKT1S1,
,ZBTB11-AS1,
,DNA2,
,ST7-AS1,
,FAM50A,
,CTSH,
,DIPK1A,
,LINC00426,
,ZC3H12C,
,FARSB,
,PACRGL,
,CAMK1,
,TM9SF1,
,RBM17,
,PRKCSH,
,CIRBP-AS1,
,SCYL3,
,MCTS1,
,MIB1,
,KDM4A,
,LUC7L3,
,EDF1,
,KNOP1,
,SCAF8,
,BRPF1,
,RPL23AP82,
,HARBI1,
,PET100,
,CCDC163,
,SAMD4B,
,PLEKHH3,
,PLEKHG4,
,MANBAL,
,FPGS,
,TSEN2,
,SEC23A,
,FAM76B,
,CYB561D1,
,GDI1,
,EWSR1,
,MMACHC,
,CDK5RAP1,
,DCAKD,
,ZNF408,
,TUSC2,
,BMPR1B,
,ZNF142,
,PDCD10,
,RAB3C,
,MATR3,
,IRF3,
,RNF126,
,TASP1,
,PLA2G4C,
,TRMT10C,
,MEMO1,
,ECI1,
,TBC1D17,
,CNNM2,
,COPE,
,SS18L2,
,C1orf174,
,ZNF865,
,PHF23,
,PICALM,
,SNRPD1,
,AZIN2,
,PARVB,
,SUPT7L,
,TELO2,
,ATP5MC3,
,ZER1,
,DHPS,
,CST5,
,TONSL,
,DDB1,
,ABHD17C,
,UQCR10,
,SNAPC2,
,CENPA,
,UGDH,
,MRPL57,
,PLEKHJ1,
,LRRC8E,
,XRCC1,
,NAA80,
,TRIM3,
,AXIN2,
,ANTKMT,
,EIF2AK4,
,RWDD2B,
,CEP76,
,ZNF581,
,CLSPN,
,SPIRE1,
,GSS,
,PTGR2,
,ANKLE2,
,LRRFIP2,
,CDC42EP3,
,ZC3H7B,
,MTMR14,
,CLK2,
,MRPL20-AS1,
,SPIDR,
,PHF12,
,EIF5A,
,RHBDF2,
,PIP4K2A,
,STRA6,
,C1orf43,
,ZNF141,
,METTL18,
,PDZD8,
,KDM2B,
,CTBP1-DT,
,TMEM41A,
,ZNF587,
,THOC6,
,ANGEL1,
,ABHD17A,
,TIPRL,
,TMEM50B,
,MPPE1,
,FBXW9,
,RAVER2,
,CAPNS1,
,ZNF565,
,THNSL1,
,UNC93B1,
,CAPN15,
,CCDC6,
,ASF1A,
,UBTD1,
,SDF2,
,LRRC23,
,AFF1-AS1,
,RBMX,
,HTRA2,
,CYTL1,
,SPAG7,
,UNC50,
,ATG4C,
,PCNP,
,ARHGAP12,
,PLK1,
,SIRT1,
,MEGF8,
,PUM2,
,IDUA,
,STXBP2,
,CCT6B,
,MAFG,
,SUFU,
,DBP,
,SNORD35A,
,TMEM94,
,ZNF579,
,SMIM15,
,NFKBIB,
,CDKN2AIP,
,ZNF496,
,EHBP1,
,AP5S1,
,GALNTL6,
,ANXA5,
,CHCHD4,
,CUTC,
,FN1,
,TSR3,
,LANCL1,
,EXOC6,
,CNOT6L,
,SIKE1,
,CHCHD5,
,NEURL4,
,TPGS1,
,TMEM143,
,NDOR1,
,PHACTR4,
,ZNF181,
,C2orf49,
,MARVELD1,
,SDCBP2-AS1,
,KLHL18,
,MAGEB17,
,ZNF500,
,MARCHF8,
,MRPS2,
,UNG,
,RSPO4,
,RPS28,
,PIGV,
,KDM1A,
,NTMT1,
,BABAM2-AS1,
,ZNF428,
,TTYH3,
,PDE6H,
,HIBCH,
,SLC35G2,
,GLCE,
,SKA1,
,SMIM10L1,
,NFS1,
,GALNT1,
,PSMB7,
,SCRN2,
,ADIPOR1,
,MED28,
,SNAP29,
,MYEF2,
,DHRS7B,
,PLXNA1,
,OPA1,
,SLC66A2,
,CYP2U1,
,BBC3,
,PDS5A,
,GPR89A,
,UQCRC1,
,BRK1,
,CHURC1,
,DENND4A,
,ZNG1A,
,BLNK,
,BRCA1,
,CYB5D1,
,SLC27A4,
,INPP5E,
,RAI1,
,ADCY6,
,DHRS13,
,SDF4,
,SLC25A19,
,KATNB1,
,THADA,
,NDUFS5,
,MRPL41,
,SLC33A1,
,ZDHHC23,
,CBLB,
,CUEDC1,
,HERC6,
,VPS37C,
,USP37,
,FER,
,TMBIM6,
,RPL13AP20,
,SCN8A,
,HOXD1,
,ZNF253,
,TXNL1,
,ZC3H4,
,C1orf122,
,TEX10,
,KIT,
,MRPL3,
,LAMP5,
,STN1,
,SHKBP1,
,NOCT,
,PEX11G,
,GLT8D1,
,EIF2AK2,
,PPM1K,
,AGGF1,
,SLC66A3,
,ANKRD27,
,NDUFA13,
,ISCA1,
,CIC,
,PYCR2,
,CENPL,
,SURF2,
,TEX2,
,USP19,
,LOC389834,
,DCTD,
,TAB3,
,MIR4740,
,DHX36,
,LGALS3,
,RTL10,
,CREBZF,
,ZDHHC24,
,CCDC9,
,KLF14,
,NDUFV3,
,SENP3-EIF4A1,
,KLC2,
,ALKBH7,
,CBX8,
,CSTPP1,
,VN1R1,
,PNN,
,COX7A2,
,HOOK3,
,MRPS35,
,MED21,
,RNMT,
,KIF3C,
,MIA3,
,TMEM255A,
,SEC11C,
,RBM10,
,NISCH,
,ZNF608,
,GRPEL1,
,SEC22B,
,PDSS2,
,DYRK1A,
,ZMYND19,
,B4GALT2,
,DCP1B,
,DVL3,
,PSMG3,
,PMPCA,
,HAGLR,
,SDHC,
,E2F7,
,NGLY1,
,NAA38,
,MIR1249,
,ATG16L1,
,PPA2,
,NRF1,
,MIX23,
,QRICH1,
,LOC254896,
,PRRG4,
,DCUN1D5,
,CIP2A,
,RPUSD4,
,WDR83OS,
,HDAC2,
,IPO4,
,DHX37,
,MSTO2P,
,COPS8,
,NME1,
,TAPT1,
,POLG2,
,LAMTOR1,
,NORAD,
,TMEM59,
,ASXL1,
,PYGO1,
,CALCOCO2,
,CAD,
,NME3,
,ITPKC,
,RNF187,
,ARV1,
,GSTM4,
,CEBPZ,
,BZW1,
,C18orf21,
,FASTKD1,
,MRPS14,
,DRAM2,
,ACOT2,
