ITGAE,,,,,,,,,,,,,,,,,,,,,,,,,
UQCRB,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL18,,,,,,,,,,,,,,,,,,,,,,,,,
MARS1,,,,,,,,,,,,,,,,,,,,,,,,,
BTF3P13,,,,,,,,,,,,,,,,,,,,,,,,,
KIF5B,,,,,,,,,,,,,,,,,,,,,,,,,
BZW2,,,,,,,,,,,,,,,,,,,,,,,,,
ZSCAN16-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
GCC2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
INSYN1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HDAC4,,,,,,,,,,,,,,,,,,,,,,,,,
PRDX3,,,,,,,,,,,,,,,,,,,,,,,,,
MTRR,,,,,,,,,,,,,,,,,,,,,,,,,
WRNIP1,,,,,,,,,,,,,,,,,,,,,,,,,
TUBB3,,,,,,,,,,,,,,,,,,,,,,,,,
ARVCF,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM32,,,,,,,,,,,,,,,,,,,,,,,,,
MOB1B,,,,,,,,,,,,,,,,,,,,,,,,,
EMC10,,,,,,,,,,,,,,,,,,,,,,,,,
IARS1,,,,,,,,,,,,,,,,,,,,,,,,,
RALGAPB,,,,,,,,,,,,,,,,,,,,,,,,,
SMIM15,,,,,,,,,,,,,,,,,,,,,,,,,
ACADM,,,,,,,,,,,,,,,,,,,,,,,,,
RBMS1,,,,,,,,,,,,,,,,,,,,,,,,,
GNG3,,,,,,,,,,,,,,,,,,,,,,,,,
HSPE1,,,,,,,,,,,,,,,,,,,,,,,,,
ACLY,,,,,,,,,,,,,,,,,,,,,,,,,
PRELID3B,,,,,,,,,,,,,,,,,,,,,,,,,
ISY1-RAB43,,,,,,,,,,,,,,,,,,,,,,,,,
MAP4,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL26,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35A3,,,,,,,,,,,,,,,,,,,,,,,,,
PRKRIP1,,,,,,,,,,,,,,,,,,,,,,,,,
VAPB,,,,,,,,,,,,,,,,,,,,,,,,,
HORMAD2,,,,,,,,,,,,,,,,,,,,,,,,,
CDIN1,,,,,,,,,,,,,,,,,,,,,,,,,
CCSER2,,,,,,,,,,,,,,,,,,,,,,,,,
SNHG12,,,,,,,,,,,,,,,,,,,,,,,,,
STRN3,,,,,,,,,,,,,,,,,,,,,,,,,
ZFTA,,,,,,,,,,,,,,,,,,,,,,,,,
CBX3,,,,,,,,,,,,,,,,,,,,,,,,,
CREG1,,,,,,,,,,,,,,,,,,,,,,,,,
CHIC1,,,,,,,,,,,,,,,,,,,,,,,,,
NUDT15,,,,,,,,,,,,,,,,,,,,,,,,,
SSB,,,,,,,,,,,,,,,,,,,,,,,,,
BLOC1S5-TXNDC5,,,,,,,,,,,,,,,,,,,,,,,,,
TXNDC5,,,,,,,,,,,,,,,,,,,,,,,,,
SYT17,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC77,,,,,,,,,,,,,,,,,,,,,,,,,
PPP3CB-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
RAB2A,,,,,,,,,,,,,,,,,,,,,,,,,
GART,,,,,,,,,,,,,,,,,,,,,,,,,
NCDN,,,,,,,,,,,,,,,,,,,,,,,,,
PSMA6,,,,,,,,,,,,,,,,,,,,,,,,,
POLR2M,,,,,,,,,,,,,,,,,,,,,,,,,
BRCA2,,,,,,,,,,,,,,,,,,,,,,,,,
SKP2,,,,,,,,,,,,,,,,,,,,,,,,,
ARIH1,,,,,,,,,,,,,,,,,,,,,,,,,
DAB2IP,,,,,,,,,,,,,,,,,,,,,,,,,
ITSN1,,,,,,,,,,,,,,,,,,,,,,,,,
EFHD2,,,,,,,,,,,,,,,,,,,,,,,,,
MSH6,,,,,,,,,,,,,,,,,,,,,,,,,
MSTO2P,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF367,,,,,,,,,,,,,,,,,,,,,,,,,
STK39,,,,,,,,,,,,,,,,,,,,,,,,,
IGHV3-30-2,,,,,,,,,,,,,,,,,,,,,,,,,
IGHV3-33-2,,,,,,,,,,,,,,,,,,,,,,,,,
IGHV3-54,,,,,,,,,,,,,,,,,,,,,,,,,
SECISBP2L,,,,,,,,,,,,,,,,,,,,,,,,,
XRN1,,,,,,,,,,,,,,,,,,,,,,,,,
CACNA1A,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC45,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB39,,,,,,,,,,,,,,,,,,,,,,,,,
NACC2,,,,,,,,,,,,,,,,,,,,,,,,,
SPAG16,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03025,,,,,,,,,,,,,,,,,,,,,,,,,
FANCE,,,,,,,,,,,,,,,,,,,,,,,,,
GNL3,,,,,,,,,,,,,,,,,,,,,,,,,
BAHD1,,,,,,,,,,,,,,,,,,,,,,,,,
TCEA2,,,,,,,,,,,,,,,,,,,,,,,,,
BAIAP3,,,,,,,,,,,,,,,,,,,,,,,,,
GSR,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN3,,,,,,,,,,,,,,,,,,,,,,,,,
KDM5B,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF22-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
YBX1P10,,,,,,,,,,,,,,,,,,,,,,,,,
MESP1,,,,,,,,,,,,,,,,,,,,,,,,,
H6PD,,,,,,,,,,,,,,,,,,,,,,,,,
CDH5,,,,,,,,,,,,,,,,,,,,,,,,,
EIF3JP1,,,,,,,,,,,,,,,,,,,,,,,,,
MCOLN1,,,,,,,,,,,,,,,,,,,,,,,,,
CALCOCO2,,,,,,,,,,,,,,,,,,,,,,,,,
CRYGS,,,,,,,,,,,,,,,,,,,,,,,,,
NBPF3,,,,,,,,,,,,,,,,,,,,,,,,,
LPAR1,,,,,,,,,,,,,,,,,,,,,,,,,
ARMCX3,,,,,,,,,,,,,,,,,,,,,,,,,
RAB13,,,,,,,,,,,,,,,,,,,,,,,,,
RPH3AL,,,,,,,,,,,,,,,,,,,,,,,,,
TRIM39,,,,,,,,,,,,,,,,,,,,,,,,,
PREPL,,,,,,,,,,,,,,,,,,,,,,,,,
PIGF,,,,,,,,,,,,,,,,,,,,,,,,,
ATP6V0E1P2,,,,,,,,,,,,,,,,,,,,,,,,,
RABL6,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO5A1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
TTC38,,,,,,,,,,,,,,,,,,,,,,,,,
RPL18AP16,,,,,,,,,,,,,,,,,,,,,,,,,
IL17RC,,,,,,,,,,,,,,,,,,,,,,,,,
FAM106A,,,,,,,,,,,,,,,,,,,,,,,,,
HSP90B1,,,,,,,,,,,,,,,,,,,,,,,,,
CCT7,,,,,,,,,,,,,,,,,,,,,,,,,
GIMAP1-GIMAP5,,,,,,,,,,,,,,,,,,,,,,,,,
CHRFAM7A,,,,,,,,,,,,,,,,,,,,,,,,,
TOMM20,,,,,,,,,,,,,,,,,,,,,,,,,
PAX2,,,,,,,,,,,,,,,,,,,,,,,,,
C6orf163,,,,,,,,,,,,,,,,,,,,,,,,,
KRT8P12,,,,,,,,,,,,,,,,,,,,,,,,,
APMAP,,,,,,,,,,,,,,,,,,,,,,,,,
NEMP2,,,,,,,,,,,,,,,,,,,,,,,,,
CAMK2D,,,,,,,,,,,,,,,,,,,,,,,,,
CACNB1,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHA3P1,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD4,,,,,,,,,,,,,,,,,,,,,,,,,
CD164,,,,,,,,,,,,,,,,,,,,,,,,,
HSPD1P4,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00216,,,,,,,,,,,,,,,,,,,,,,,,,
RBM15B,,,,,,,,,,,,,,,,,,,,,,,,,
CALM1,,,,,,,,,,,,,,,,,,,,,,,,,
RAB22A,,,,,,,,,,,,,,,,,,,,,,,,,
IQCD,,,,,,,,,,,,,,,,,,,,,,,,,
PEA15,,,,,,,,,,,,,,,,,,,,,,,,,
MAFB,,,,,,,,,,,,,,,,,,,,,,,,,
RFXAP,,,,,,,,,,,,,,,,,,,,,,,,,
ERVH-1,,,,,,,,,,,,,,,,,,,,,,,,,
IDS,,,,,,,,,,,,,,,,,,,,,,,,,
SUPT7L,,,,,,,,,,,,,,,,,,,,,,,,,
ESD,,,,,,,,,,,,,,,,,,,,,,,,,
LIF-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
SUCLG2-DT,,,,,,,,,,,,,,,,,,,,,,,,,
BCL2L11,,,,,,,,,,,,,,,,,,,,,,,,,
SUCLA2,,,,,,,,,,,,,,,,,,,,,,,,,
ESR1,,,,,,,,,,,,,,,,,,,,,,,,,
PPP4R1,,,,,,,,,,,,,,,,,,,,,,,,,
CFAP298,,,,,,,,,,,,,,,,,,,,,,,,,
SLC40A1,,,,,,,,,,,,,,,,,,,,,,,,,
NTN1,,,,,,,,,,,,,,,,,,,,,,,,,
LIME1,,,,,,,,,,,,,,,,,,,,,,,,,
CNNM3,,,,,,,,,,,,,,,,,,,,,,,,,
PRKCI,,,,,,,,,,,,,,,,,,,,,,,,,
AKIP1,,,,,,,,,,,,,,,,,,,,,,,,,
TTC3P1,,,,,,,,,,,,,,,,,,,,,,,,,
PIAS3,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4BP3,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4BP6,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4BP7,,,,,,,,,,,,,,,,,,,,,,,,,
UBAP2,,,,,,,,,,,,,,,,,,,,,,,,,
EIF2S1,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB20,,,,,,,,,,,,,,,,,,,,,,,,,
DYNLT2,,,,,,,,,,,,,,,,,,,,,,,,,
SRL,,,,,,,,,,,,,,,,,,,,,,,,,
CABP7,,,,,,,,,,,,,,,,,,,,,,,,,
HUS1,,,,,,,,,,,,,,,,,,,,,,,,,
KCND1,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM87B,,,,,,,,,,,,,,,,,,,,,,,,,
SLX9,,,,,,,,,,,,,,,,,,,,,,,,,
TTC4,,,,,,,,,,,,,,,,,,,,,,,,,
MYBBP1A,,,,,,,,,,,,,,,,,,,,,,,,,
NATD1,,,,,,,,,,,,,,,,,,,,,,,,,
UBA2,,,,,,,,,,,,,,,,,,,,,,,,,
SNHG6,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2B,,,,,,,,,,,,,,,,,,,,,,,,,
SDK1,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8L1,,,,,,,,,,,,,,,,,,,,,,,,,
MAP1LC3C,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD46,,,,,,,,,,,,,,,,,,,,,,,,,
GUCY1A1,,,,,,,,,,,,,,,,,,,,,,,,,
RNF183,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM14C,,,,,,,,,,,,,,,,,,,,,,,,,
PCM1,,,,,,,,,,,,,,,,,,,,,,,,,
RAD54L,,,,,,,,,,,,,,,,,,,,,,,,,
RIPOR3,,,,,,,,,,,,,,,,,,,,,,,,,
RORA-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
LTN1,,,,,,,,,,,,,,,,,,,,,,,,,
MROH7,,,,,,,,,,,,,,,,,,,,,,,,,
ITGA9,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01480,,,,,,,,,,,,,,,,,,,,,,,,,
TMED10,,,,,,,,,,,,,,,,,,,,,,,,,
PRKACA,,,,,,,,,,,,,,,,,,,,,,,,,
PFAS,,,,,,,,,,,,,,,,,,,,,,,,,
NUTM2B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
RYK,,,,,,,,,,,,,,,,,,,,,,,,,
CCT4,,,,,,,,,,,,,,,,,,,,,,,,,
NIFK,,,,,,,,,,,,,,,,,,,,,,,,,
FAM120C,,,,,,,,,,,,,,,,,,,,,,,,,
RAP2B,,,,,,,,,,,,,,,,,,,,,,,,,
ZSCAN2,,,,,,,,,,,,,,,,,,,,,,,,,
DVL1,,,,,,,,,,,,,,,,,,,,,,,,,
PKN2,,,,,,,,,,,,,,,,,,,,,,,,,
TERB2,,,,,,,,,,,,,,,,,,,,,,,,,
LEPR,,,,,,,,,,,,,,,,,,,,,,,,,
LSM14B,,,,,,,,,,,,,,,,,,,,,,,,,
BORCS7,,,,,,,,,,,,,,,,,,,,,,,,,
GALNT10,,,,,,,,,,,,,,,,,,,,,,,,,
TNFRSF14-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
HS3ST3A1,,,,,,,,,,,,,,,,,,,,,,,,,
SMS,,,,,,,,,,,,,,,,,,,,,,,,,
CPSF3,,,,,,,,,,,,,,,,,,,,,,,,,
HSPA8,,,,,,,,,,,,,,,,,,,,,,,,,
SNX33,,,,,,,,,,,,,,,,,,,,,,,,,
PDF,,,,,,,,,,,,,,,,,,,,,,,,,
NPEPPS,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC91,,,,,,,,,,,,,,,,,,,,,,,,,
KCTD5,,,,,,,,,,,,,,,,,,,,,,,,,
UBTD2,,,,,,,,,,,,,,,,,,,,,,,,,
DPY19L3-DT,,,,,,,,,,,,,,,,,,,,,,,,,
CTNNBL1,,,,,,,,,,,,,,,,,,,,,,,,,
MORF4L1,,,,,,,,,,,,,,,,,,,,,,,,,
SAP130,,,,,,,,,,,,,,,,,,,,,,,,,
RTL6,,,,,,,,,,,,,,,,,,,,,,,,,
LZIC,,,,,,,,,,,,,,,,,,,,,,,,,
BCLAF1P1,,,,,,,,,,,,,,,,,,,,,,,,,
STK38L,,,,,,,,,,,,,,,,,,,,,,,,,
CRIM1,,,,,,,,,,,,,,,,,,,,,,,,,
CDC14B,,,,,,,,,,,,,,,,,,,,,,,,,
SMAD1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,
BLTP3A,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A9,,,,,,,,,,,,,,,,,,,,,,,,,
MLF2,,,,,,,,,,,,,,,,,,,,,,,,,
PSMA1,,,,,,,,,,,,,,,,,,,,,,,,,
AGFG1,,,,,,,,,,,,,,,,,,,,,,,,,
CHST2,,,,,,,,,,,,,,,,,,,,,,,,,
ITGAV,,,,,,,,,,,,,,,,,,,,,,,,,
QSER1,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC13,,,,,,,,,,,,,,,,,,,,,,,,,
PDCD11,,,,,,,,,,,,,,,,,,,,,,,,,
STAC3,,,,,,,,,,,,,,,,,,,,,,,,,
TAGLN2P1,,,,,,,,,,,,,,,,,,,,,,,,,
DND1,,,,,,,,,,,,,,,,,,,,,,,,,
VEGFC,,,,,,,,,,,,,,,,,,,,,,,,,
ALG11,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P2,,,,,,,,,,,,,,,,,,,,,,,,,
MSMO1,,,,,,,,,,,,,,,,,,,,,,,,,
CDK19,,,,,,,,,,,,,,,,,,,,,,,,,
RFC4,,,,,,,,,,,,,,,,,,,,,,,,,
APPBP2,,,,,,,,,,,,,,,,,,,,,,,,,
CHRNB4,,,,,,,,,,,,,,,,,,,,,,,,,
FZD10-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF512,,,,,,,,,,,,,,,,,,,,,,,,,
TM9SF2,,,,,,,,,,,,,,,,,,,,,,,,,
MLYCD,,,,,,,,,,,,,,,,,,,,,,,,,
NBPF26,,,,,,,,,,,,,,,,,,,,,,,,,
AKT2,,,,,,,,,,,,,,,,,,,,,,,,,
PCAT19,,,,,,,,,,,,,,,,,,,,,,,,,
SMC4,,,,,,,,,,,,,,,,,,,,,,,,,
PLAAT2,,,,,,,,,,,,,,,,,,,,,,,,,
RRP12,,,,,,,,,,,,,,,,,,,,,,,,,
LINC02449,,,,,,,,,,,,,,,,,,,,,,,,,
ATF7,,,,,,,,,,,,,,,,,,,,,,,,,
MCEMP1,,,,,,,,,,,,,,,,,,,,,,,,,
C9orf40,,,,,,,,,,,,,,,,,,,,,,,,,
DNAJC9,,,,,,,,,,,,,,,,,,,,,,,,,
CGGBP1,,,,,,,,,,,,,,,,,,,,,,,,,
MAP7D1,,,,,,,,,,,,,,,,,,,,,,,,,
CLDND2,,,,,,,,,,,,,,,,,,,,,,,,,
NGDN,,,,,,,,,,,,,,,,,,,,,,,,,
NCBP1,,,,,,,,,,,,,,,,,,,,,,,,,
PPP4R4,,,,,,,,,,,,,,,,,,,,,,,,,
ATE1,,,,,,,,,,,,,,,,,,,,,,,,,
CBFA2T2,,,,,,,,,,,,,,,,,,,,,,,,,
IL24,,,,,,,,,,,,,,,,,,,,,,,,,
GATA2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
BCL6B,,,,,,,,,,,,,,,,,,,,,,,,,
CACYBP,,,,,,,,,,,,,,,,,,,,,,,,,
ANTXR2,,,,,,,,,,,,,,,,,,,,,,,,,
CEBPG,,,,,,,,,,,,,,,,,,,,,,,,,
RIOK1,,,,,,,,,,,,,,,,,,,,,,,,,
H3-3B,,,,,,,,,,,,,,,,,,,,,,,,,
FRA10AC1,,,,,,,,,,,,,,,,,,,,,,,,,
RYBP,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01588,,,,,,,,,,,,,,,,,,,,,,,,,
MGAT5,,,,,,,,,,,,,,,,,,,,,,,,,
CDC20,,,,,,,,,,,,,,,,,,,,,,,,,
ASAP1,,,,,,,,,,,,,,,,,,,,,,,,,
VDAC1P8,,,,,,,,,,,,,,,,,,,,,,,,,
ASB1,,,,,,,,,,,,,,,,,,,,,,,,,
SYNCRIP,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN18,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM132D-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
RPL21P64,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB3,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL17,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2H,,,,,,,,,,,,,,,,,,,,,,,,,
DROSHA,,,,,,,,,,,,,,,,,,,,,,,,,
MAP1LC3A,,,,,,,,,,,,,,,,,,,,,,,,,
BRAF,,,,,,,,,,,,,,,,,,,,,,,,,
SMIM30,,,,,,,,,,,,,,,,,,,,,,,,,
TMX2,,,,,,,,,,,,,,,,,,,,,,,,,
SOS2,,,,,,,,,,,,,,,,,,,,,,,,,
FDFT1,,,,,,,,,,,,,,,,,,,,,,,,,
A4GALT,,,,,,,,,,,,,,,,,,,,,,,,,
USP42,,,,,,,,,,,,,,,,,,,,,,,,,
SPATA13,,,,,,,,,,,,,,,,,,,,,,,,,
PTPRS,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03057,,,,,,,,,,,,,,,,,,,,,,,,,
RBBP4P1,,,,,,,,,,,,,,,,,,,,,,,,,
IGLV3-19,,,,,,,,,,,,,,,,,,,,,,,,,
IRAK2,,,,,,,,,,,,,,,,,,,,,,,,,
TUBGCP2,,,,,,,,,,,,,,,,,,,,,,,,,
ABCD1P2,,,,,,,,,,,,,,,,,,,,,,,,,
SDHAP1,,,,,,,,,,,,,,,,,,,,,,,,,
SDHAP2,,,,,,,,,,,,,,,,,,,,,,,,,
CD302,,,,,,,,,,,,,,,,,,,,,,,,,
TOB1,,,,,,,,,,,,,,,,,,,,,,,,,
HIKESHI,,,,,,,,,,,,,,,,,,,,,,,,,
COX7B,,,,,,,,,,,,,,,,,,,,,,,,,
PEDS1,,,,,,,,,,,,,,,,,,,,,,,,,
SNUPN,,,,,,,,,,,,,,,,,,,,,,,,,
TYW1B,,,,,,,,,,,,,,,,,,,,,,,,,
PPME1,,,,,,,,,,,,,,,,,,,,,,,,,
JARID2,,,,,,,,,,,,,,,,,,,,,,,,,
ANAPC7,,,,,,,,,,,,,,,,,,,,,,,,,
AHSA2P,,,,,,,,,,,,,,,,,,,,,,,,,
ACTMAP,,,,,,,,,,,,,,,,,,,,,,,,,
PYY2,,,,,,,,,,,,,,,,,,,,,,,,,
PURA,,,,,,,,,,,,,,,,,,,,,,,,,
EZH2,,,,,,,,,,,,,,,,,,,,,,,,,
RNU6-195P,,,,,,,,,,,,,,,,,,,,,,,,,
NME9,,,,,,,,,,,,,,,,,,,,,,,,,
TMPRSS3,,,,,,,,,,,,,,,,,,,,,,,,,
MAN2A1,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM127,,,,,,,,,,,,,,,,,,,,,,,,,
NFASC,,,,,,,,,,,,,,,,,,,,,,,,,
KIF24,,,,,,,,,,,,,,,,,,,,,,,,,
HDAC2,,,,,,,,,,,,,,,,,,,,,,,,,
MTERF3,,,,,,,,,,,,,,,,,,,,,,,,,
ITPRIPL2,,,,,,,,,,,,,,,,,,,,,,,,,
TCF7L2,,,,,,,,,,,,,,,,,,,,,,,,,
RRM2,,,,,,,,,,,,,,,,,,,,,,,,,
LRCH3,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF462,,,,,,,,,,,,,,,,,,,,,,,,,
CP,,,,,,,,,,,,,,,,,,,,,,,,,
FIGNL1,,,,,,,,,,,,,,,,,,,,,,,,,
TM2D2,,,,,,,,,,,,,,,,,,,,,,,,,
POGK,,,,,,,,,,,,,,,,,,,,,,,,,
RBMXL1,,,,,,,,,,,,,,,,,,,,,,,,,
BDNF-AS,,,,,,,,,,,,,,,,,,,,,,,,,
FRMD8,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD27,,,,,,,,,,,,,,,,,,,,,,,,,
MIR5006,,,,,,,,,,,,,,,,,,,,,,,,,
PDE1C,,,,,,,,,,,,,,,,,,,,,,,,,
UFC1,,,,,,,,,,,,,,,,,,,,,,,,,
RAB30-DT,,,,,,,,,,,,,,,,,,,,,,,,,
GMDS,,,,,,,,,,,,,,,,,,,,,,,,,
ELAVL3,,,,,,,,,,,,,,,,,,,,,,,,,
GMCL2,,,,,,,,,,,,,,,,,,,,,,,,,
CD209,,,,,,,,,,,,,,,,,,,,,,,,,
RGPD4,,,,,,,,,,,,,,,,,,,,,,,,,
MTCH2,,,,,,,,,,,,,,,,,,,,,,,,,
DMP1,,,,,,,,,,,,,,,,,,,,,,,,,
SMYD3-IT1,,,,,,,,,,,,,,,,,,,,,,,,,
RIOX1,,,,,,,,,,,,,,,,,,,,,,,,,
RCBTB1,,,,,,,,,,,,,,,,,,,,,,,,,
PRRX2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
AFDN-DT,,,,,,,,,,,,,,,,,,,,,,,,,
DPH5-DT,,,,,,,,,,,,,,,,,,,,,,,,,
RPL7AP12,,,,,,,,,,,,,,,,,,,,,,,,,
RACGAP1,,,,,,,,,,,,,,,,,,,,,,,,,
SUN1,,,,,,,,,,,,,,,,,,,,,,,,,
MZT1,,,,,,,,,,,,,,,,,,,,,,,,,
CCT6P3,,,,,,,,,,,,,,,,,,,,,,,,,
H1-10,,,,,,,,,,,,,,,,,,,,,,,,,
JPT1,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYND11,,,,,,,,,,,,,,,,,,,,,,,,,
SAMHD1,,,,,,,,,,,,,,,,,,,,,,,,,
HS2ST1,,,,,,,,,,,,,,,,,,,,,,,,,
CD81,,,,,,,,,,,,,,,,,,,,,,,,,
FTX,,,,,,,,,,,,,,,,,,,,,,,,,
DCAF10,,,,,,,,,,,,,,,,,,,,,,,,,
LINC03068,,,,,,,,,,,,,,,,,,,,,,,,,
FAM238B,,,,,,,,,,,,,,,,,,,,,,,,,
SCGB3A1,,,,,,,,,,,,,,,,,,,,,,,,,
SMARCC1,,,,,,,,,,,,,,,,,,,,,,,,,
RAB4A,,,,,,,,,,,,,,,,,,,,,,,,,
SUPT16HP1,,,,,,,,,,,,,,,,,,,,,,,,,
EIF1AXP1,,,,,,,,,,,,,,,,,,,,,,,,,
SELENON,,,,,,,,,,,,,,,,,,,,,,,,,
MYH8,,,,,,,,,,,,,,,,,,,,,,,,,
CDC37L1,,,,,,,,,,,,,,,,,,,,,,,,,
ESCO1,,,,,,,,,,,,,,,,,,,,,,,,,
RNASEK,,,,,,,,,,,,,,,,,,,,,,,,,
NOP9,,,,,,,,,,,,,,,,,,,,,,,,,
PIP5K1C,,,,,,,,,,,,,,,,,,,,,,,,,
MYL6,,,,,,,,,,,,,,,,,,,,,,,,,
SMARCAL1,,,,,,,,,,,,,,,,,,,,,,,,,
ARF4,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1143P1,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH2NLA,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH2NLB,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH2NLC,,,,,,,,,,,,,,,,,,,,,,,,,
MCPH1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
CSMD2,,,,,,,,,,,,,,,,,,,,,,,,,
DYNLL1,,,,,,,,,,,,,,,,,,,,,,,,,
DAND5,,,,,,,,,,,,,,,,,,,,,,,,,
STX2,,,,,,,,,,,,,,,,,,,,,,,,,
GOLGA2,,,,,,,,,,,,,,,,,,,,,,,,,
STMP1,,,,,,,,,,,,,,,,,,,,,,,,,
CFTR,,,,,,,,,,,,,,,,,,,,,,,,,
GINS4,,,,,,,,,,,,,,,,,,,,,,,,,
COBLL1,,,,,,,,,,,,,,,,,,,,,,,,,
IFI16,,,,,,,,,,,,,,,,,,,,,,,,,
CLN5,,,,,,,,,,,,,,,,,,,,,,,,,
EIF1,,,,,,,,,,,,,,,,,,,,,,,,,
CEP55,,,,,,,,,,,,,,,,,,,,,,,,,
HLA-A,,,,,,,,,,,,,,,,,,,,,,,,,
RXRB,,,,,,,,,,,,,,,,,,,,,,,,,
LRTM2,,,,,,,,,,,,,,,,,,,,,,,,,
ROCK2,,,,,,,,,,,,,,,,,,,,,,,,,
NUDT17,,,,,,,,,,,,,,,,,,,,,,,,,
NECTIN1,,,,,,,,,,,,,,,,,,,,,,,,,
DIP2B,,,,,,,,,,,,,,,,,,,,,,,,,
PPP2R5B,,,,,,,,,,,,,,,,,,,,,,,,,
MFHAS1,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF2,,,,,,,,,,,,,,,,,,,,,,,,,
SLC20A1,,,,,,,,,,,,,,,,,,,,,,,,,
GABRG3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
PLEC,,,,,,,,,,,,,,,,,,,,,,,,,
SMURF2,,,,,,,,,,,,,,,,,,,,,,,,,
CENPS-CORT,,,,,,,,,,,,,,,,,,,,,,,,,
CORT,,,,,,,,,,,,,,,,,,,,,,,,,
PHACTR2,,,,,,,,,,,,,,,,,,,,,,,,,
FSIP2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,
SPTBN1,,,,,,,,,,,,,,,,,,,,,,,,,
PHTF2,,,,,,,,,,,,,,,,,,,,,,,,,
EXOC2,,,,,,,,,,,,,,,,,,,,,,,,,
YIPF5,,,,,,,,,,,,,,,,,,,,,,,,,
RN7SL587P,,,,,,,,,,,,,,,,,,,,,,,,,
FOXK2,,,,,,,,,,,,,,,,,,,,,,,,,
WASIR1,,,,,,,,,,,,,,,,,,,,,,,,,
WASIR2,,,,,,,,,,,,,,,,,,,,,,,,,
MTERF2,,,,,,,,,,,,,,,,,,,,,,,,,
SPOCK3,,,,,,,,,,,,,,,,,,,,,,,,,
BPTFP1,,,,,,,,,,,,,,,,,,,,,,,,,
TTTY8,,,,,,,,,,,,,,,,,,,,,,,,,
TTTY8B,,,,,,,,,,,,,,,,,,,,,,,,,
XPNPEP1,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM50B,,,,,,,,,,,,,,,,,,,,,,,,,
LUZP4,,,,,,,,,,,,,,,,,,,,,,,,,
