ST13,SUSD6,,,,SLC25A40,,,,,,,,,,,,,,,,,,,
GRIN1,USP2,,,,PDCD7,,,,,,,,,,,,,,,,,,,
LINC01648,UIMC1,,,,ADO,,,,,,,,,,,,,,,,,,,
NOP14-AS1,ARAF,,,,CDC27,,,,,,,,,,,,,,,,,,,
CYP2A7P1,COPS6,,,,SPG21,,,,,,,,,,,,,,,,,,,
LINC01917,KMT5C,,,,GMPS,,,,,,,,,,,,,,,,,,,
NUDT3,SRP68,,,,MRGBP,,,,,,,,,,,,,,,,,,,
ENKUR,DDA1,,,,SP1,,,,,,,,,,,,,,,,,,,
FAM222A-AS1,COA1,,,,WBP11,,,,,,,,,,,,,,,,,,,
KLHL11,XPO4,,,,PRORP,,,,,,,,,,,,,,,,,,,
RETN,HEATR3,,,,NUMB,,,,,,,,,,,,,,,,,,,
LINP1,ARHGEF7,,,,SHISA4,,,,,,,,,,,,,,,,,,,
TOB2,RNF187,,,,SLC38A3,,,,,,,,,,,,,,,,,,,
ZNF552,MINK1,,,,PIP4K2B,,,,,,,,,,,,,,,,,,,
SLC12A2-DT,NAXD,,,,RHOT1,,,,,,,,,,,,,,,,,,,
TCL6,TRMT10C,,,,MED4,,,,,,,,,,,,,,,,,,,
RIMBP3,PLA1A,,,,CRHBP,,,,,,,,,,,,,,,,,,,
RIMBP3B,SLC25A26,,,,MAP1LC3B,,,,,,,,,,,,,,,,,,,
RIMBP3C,CFAP45,,,,MARVELD1,,,,,,,,,,,,,,,,,,,
CACNG8,CDK18,,,,POFUT2,,,,,,,,,,,,,,,,,,,
EFCAB14,LIPN,,,,SNX33,,,,,,,,,,,,,,,,,,,
SLC5A5,RBM25,,,,KLRA1P,,,,,,,,,,,,,,,,,,,
HNRNPA1,OTUB2,,,,PLXNB3,,,,,,,,,,,,,,,,,,,
PRPF40B,CENPJ,,,,MYNN,,,,,,,,,,,,,,,,,,,
LINC01193,PPP1R15A,,,,PITRM1-AS1,,,,,,,,,,,,,,,,,,,
GORASP2,CDO1,,,,IER2,,,,,,,,,,,,,,,,,,,
FBXO9,LRWD1,,,,RBM8A,,,,,,,,,,,,,,,,,,,
ZMPSTE24,UCHL3,,,,CUL3,,,,,,,,,,,,,,,,,,,
CRP,LAS1L,,,,NBDY,,,,,,,,,,,,,,,,,,,
TMEM263,LMF1,,,,TJAP1,,,,,,,,,,,,,,,,,,,
LRRC58,ZNF384,,,,SPATS2,,,,,,,,,,,,,,,,,,,
ERC1,CCZ1,,,,B4GALT6,,,,,,,,,,,,,,,,,,,
EXOSC6,TAF7,,,,KHDC4,,,,,,,,,,,,,,,,,,,
NAT8B,DPY19L2,,,,CSGALNACT2,,,,,,,,,,,,,,,,,,,
P2RY4,KMT2B,,,,AGPAT1,,,,,,,,,,,,,,,,,,,
LINC00887,MAEA,,,,TMEM14B,,,,,,,,,,,,,,,,,,,
SUMO2P1,NOXO1,,,,PARP6,,,,,,,,,,,,,,,,,,,
SUMO2P17,ST7,,,,AP1G1,,,,,,,,,,,,,,,,,,,
SUMO2P21,ATXN2L,,,,BMP5,,,,,,,,,,,,,,,,,,,
SUMO2P3,NT5C3A,,,,ZC3H14,,,,,,,,,,,,,,,,,,,
BTN1A1,STKLD1,,,,TOPBP1,,,,,,,,,,,,,,,,,,,
MAP2K1,COASY,,,,SLC35B1,,,,,,,,,,,,,,,,,,,
ZNF475,SNORD117,,,,HOXC4,,,,,,,,,,,,,,,,,,,
CIBAR1-DT,CNTROB,,,,SLTM,,,,,,,,,,,,,,,,,,,
HNRNPUL1,CARD16,,,,GARS1,,,,,,,,,,,,,,,,,,,
MGAM2,ZNF530,,,,PAK1IP1,,,,,,,,,,,,,,,,,,,
MED13,ABCG2,,,,PLG,,,,,,,,,,,,,,,,,,,
ZFPL1,PER1,,,,CEP63,,,,,,,,,,,,,,,,,,,
RPS3AP47,VASP,,,,HUS1,,,,,,,,,,,,,,,,,,,
LINC01492,EIF2B1,,,,EFTUD2,,,,,,,,,,,,,,,,,,,
SBDS,POMT2,,,,MORF4L2,,,,,,,,,,,,,,,,,,,
SBDSP1,GFER,,,,LSMEM1,,,,,,,,,,,,,,,,,,,
ADARB2,TMC6,,,,HAMP,,,,,,,,,,,,,,,,,,,
GOLPH3L,BLMH,,,,H3-3A,,,,,,,,,,,,,,,,,,,
EFR3A,CHD2,,,,H3P6,,,,,,,,,,,,,,,,,,,
SYN2,WASH8P,,,,SENP2,,,,,,,,,,,,,,,,,,,
RPL14P1,MOAP1,,,,TMX1,,,,,,,,,,,,,,,,,,,
AGTR2,NDUFAB1,,,,GIHCG,,,,,,,,,,,,,,,,,,,
CACNG1,ELP5,,,,CIT,,,,,,,,,,,,,,,,,,,
RYR3-DT,SETD6,,,,RFC3,,,,,,,,,,,,,,,,,,,
CTCF,ZNF697,,,,CMTM1,,,,,,,,,,,,,,,,,,,
RAP1A,KIFC3,,,,RASA2,,,,,,,,,,,,,,,,,,,
EPM2AIP1,PRKD2,,,,LEF1,,,,,,,,,,,,,,,,,,,
CDR2-DT,DEF8,,,,SAYSD1,,,,,,,,,,,,,,,,,,,
LINC02838,ANKRD33B,,,,SMARCD1,,,,,,,,,,,,,,,,,,,
SMNDC1,PMS2P5,,,,CMC2,,,,,,,,,,,,,,,,,,,
RPL7P1,RSAD2,,,,SRCIN1,,,,,,,,,,,,,,,,,,,
RPL7P23,B3GNTL1,,,,ZC3H7A,,,,,,,,,,,,,,,,,,,
RPL7P47,RNF157-AS1,,,,PCBP4,,,,,,,,,,,,,,,,,,,
RPL7P6,CEP170B,,,,CSRNP2,,,,,,,,,,,,,,,,,,,
RPL7P9,FAM185A,,,,PCBP2,,,,,,,,,,,,,,,,,,,
LINC00664,POU3F1,,,,G3BP2,,,,,,,,,,,,,,,,,,,
LCNL1,RHPN1,,,,RBAK,,,,,,,,,,,,,,,,,,,
COX6B2,EDC3,,,,VPS37B,,,,,,,,,,,,,,,,,,,
CMPK1,GIT1,,,,CSK,,,,,,,,,,,,,,,,,,,
TBC1D22A-AS1,CCZ1P-OR7E38P,,,,TNPO2,,,,,,,,,,,,,,,,,,,
TMEM132E,ZNF117,,,,MTIF3,,,,,,,,,,,,,,,,,,,
SPCS1,DPH1,,,,MARCHF9,,,,,,,,,,,,,,,,,,,
MRPS11P1,USP5,,,,THAP6,,,,,,,,,,,,,,,,,,,
KIAA1143,STAMBPL1,,,,FAM171A2,,,,,,,,,,,,,,,,,,,
LINC02175,DBNL,,,,RHPN1-AS1,,,,,,,,,,,,,,,,,,,
ACTR3,RPL32P3,,,,LRRC45,,,,,,,,,,,,,,,,,,,
FAM240C,CANT1,,,,TNIK,,,,,,,,,,,,,,,,,,,
XIAP,G6PD,,,,ARPC3,,,,,,,,,,,,,,,,,,,
NT5C1A,NCLN,,,,ELMO2,,,,,,,,,,,,,,,,,,,
SNORA68,HEATR4,,,,OGFOD1,,,,,,,,,,,,,,,,,,,
STAT2,SNHG11,,,,SLC7A1,,,,,,,,,,,,,,,,,,,
MFSD14B,HOXA1,,,,CGGBP1,,,,,,,,,,,,,,,,,,,
MPRIP,MKNK1,,,,KRR1,,,,,,,,,,,,,,,,,,,
RNU6-1083P,SRRM2,,,,HSD17B4,,,,,,,,,,,,,,,,,,,
MT-ND6,TRIM11,,,,CNEP1R1,,,,,,,,,,,,,,,,,,,
MT-TE,SCARNA27,,,,CYP2B6,,,,,,,,,,,,,,,,,,,
SP4,TRMT6,,,,MKLN1,,,,,,,,,,,,,,,,,,,
ZNF451,RNF138,,,,ARIH2,,,,,,,,,,,,,,,,,,,
TCTN2,NRSN2,,,,SDC3,,,,,,,,,,,,,,,,,,,
SRRM2-AS1,PGAP6,,,,PSMA2,,,,,,,,,,,,,,,,,,,
PTPRA,SRGAP1,,,,ZNF786,,,,,,,,,,,,,,,,,,,
CANX,SCARNA15,,,,TMX3,,,,,,,,,,,,,,,,,,,
EFCAB6,CKAP2,,,,FBXL6,,,,,,,,,,,,,,,,,,,
CPEB1-AS1,DUSP12,,,,PPP1R12A,,,,,,,,,,,,,,,,,,,
LINC02475,ADGRE2,,,,PARP4,,,,,,,,,,,,,,,,,,,
ZNF367,SAT1,,,,MAPRE3,,,,,,,,,,,,,,,,,,,
RPS13P2,FAM86FP,,,,CHIC1,,,,,,,,,,,,,,,,,,,
CHD6,RASA3,,,,TIAL1,,,,,,,,,,,,,,,,,,,
PUM1,SNX11,,,,FANCI,,,,,,,,,,,,,,,,,,,
MIR3198-2,SUN1,,,,CCDC14,,,,,,,,,,,,,,,,,,,
THAP5,METTL3,,,,TRAK1,,,,,,,,,,,,,,,,,,,
SNX4,NFKBID,,,,RNF19A,,,,,,,,,,,,,,,,,,,
C1QL1,MFN1,,,,ARHGEF2,,,,,,,,,,,,,,,,,,,
NACC2,TAFAZZIN,,,,PMS2,,,,,,,,,,,,,,,,,,,
TRAM1,AZIN2,,,,SEM1,,,,,,,,,,,,,,,,,,,
RPL22,HEXIM1,,,,UBE2H,,,,,,,,,,,,,,,,,,,
FOXD3,DNAJB6,,,,MYSM1,,,,,,,,,,,,,,,,,,,
PPP2R3B,SULF2,,,,STK40,,,,,,,,,,,,,,,,,,,
ZNF641,CACNA1A,,,,PIGX,,,,,,,,,,,,,,,,,,,
SIGLEC11,ZSCAN16,,,,OCIAD1,,,,,,,,,,,,,,,,,,,
MRAP-AS1,TAS2R20,,,,TRIM13,,,,,,,,,,,,,,,,,,,
ODAD3,TLCD5,,,,DPF1,,,,,,,,,,,,,,,,,,,
MOG,LGALSL,,,,SMIM7,,,,,,,,,,,,,,,,,,,
TAS2R64P,STAMBP,,,,SMG7,,,,,,,,,,,,,,,,,,,
GOLM2,MCM3AP,,,,U2SURP,,,,,,,,,,,,,,,,,,,
NRF1,VARS2,,,,ZNF286A,,,,,,,,,,,,,,,,,,,
ZNF652,EIF6,,,,VPS45,,,,,,,,,,,,,,,,,,,
FAM228A,EHD1,,,,STX6,,,,,,,,,,,,,,,,,,,
DEUP1,CYB5A,,,,ZNF584,,,,,,,,,,,,,,,,,,,
DPPA3,MIR324,,,,NIPSNAP2,,,,,,,,,,,,,,,,,,,
DPPA3P1,PAK2,,,,MORC3,,,,,,,,,,,,,,,,,,,
DPPA3P2,SIN3B,,,,GLYR1,,,,,,,,,,,,,,,,,,,
GDNF-AS1,ARL2BP,,,,SNHG33,,,,,,,,,,,,,,,,,,,
NEUROD2,FLII,,,,OSTM1,,,,,,,,,,,,,,,,,,,
ZNF462,ZNF431,,,,SLC6A1,,,,,,,,,,,,,,,,,,,
OXT,C1QBP,,,,HOXB3,,,,,,,,,,,,,,,,,,,
LINC01922,MIR23AHG,,,,USP3,,,,,,,,,,,,,,,,,,,
NCAN,MIR4257,,,,PCNA,,,,,,,,,,,,,,,,,,,
BBS10,B4GALNT1,,,,TRIM4,,,,,,,,,,,,,,,,,,,
LINC01905,FBXO38,,,,IST1,,,,,,,,,,,,,,,,,,,
ADH7,CTPS2,,,,MEF2D,,,,,,,,,,,,,,,,,,,
TAS2R43,UBALD2,,,,ATP10B,,,,,,,,,,,,,,,,,,,
TAS2R45,CCDC93,,,,ABHD17C,,,,,,,,,,,,,,,,,,,
DYNC1LI2,GALM,,,,MRPL42,,,,,,,,,,,,,,,,,,,
LINC02256,SMPD4,,,,LNX2,,,,,,,,,,,,,,,,,,,
MZF1-AS1,MRPS22,,,,ZNF230,,,,,,,,,,,,,,,,,,,
MESP2,RPS6KL1,,,,MCOLN1,,,,,,,,,,,,,,,,,,,
OTUD4,TXNL4B,,,,PTPN12,,,,,,,,,,,,,,,,,,,
RPS12,ADGRE5,,,,TSFM,,,,,,,,,,,,,,,,,,,
LDHA,SLC35F6,,,,FAM90A1,,,,,,,,,,,,,,,,,,,
ADAM20,EZH2,,,,PHTF2,,,,,,,,,,,,,,,,,,,
PRKACG,MRPL51,,,,ZNF800,,,,,,,,,,,,,,,,,,,
FAM170B,B3GALNT2,,,,GDE1,,,,,,,,,,,,,,,,,,,
RBAK-RBAKDN,DCAF15,,,,THOC6,,,,,,,,,,,,,,,,,,,
RBAKDN,LILRA5,,,,CCDC126,,,,,,,,,,,,,,,,,,,
LINC01103,ENAH,,,,PBX2,,,,,,,,,,,,,,,,,,,
CYFIP1,CHPF2,,,,TOR1AIP1,,,,,,,,,,,,,,,,,,,
RBM12B,GDAP1,,,,PTPN9,,,,,,,,,,,,,,,,,,,
MGST3,MPDU1,,,,RABGAP1L,,,,,,,,,,,,,,,,,,,
SYT9,SLCO2B1,,,,GPR180,,,,,,,,,,,,,,,,,,,
SRGAP2D,PPP6R1,,,,RNPS1,,,,,,,,,,,,,,,,,,,
EIF1,TARBP2,,,,CRAMP1,,,,,,,,,,,,,,,,,,,
SNORA66,EIF2AK4,,,,CBLL1,,,,,,,,,,,,,,,,,,,
LATS1,FOS,,,,UQCC6,,,,,,,,,,,,,,,,,,,
SKP1,NAGK,,,,DLG4,,,,,,,,,,,,,,,,,,,
BSDC1,NABP2,,,,RP2,,,,,,,,,,,,,,,,,,,
FUT8,EOLA1,,,,TRIM24,,,,,,,,,,,,,,,,,,,
CATSPERG,FAM53C,,,,HOXC13,,,,,,,,,,,,,,,,,,,
TRAPPC3L,CLN3,,,,DNAJA2,,,,,,,,,,,,,,,,,,,
TRAM2-AS1,NEAT1,,,,STK35,,,,,,,,,,,,,,,,,,,
EIF4EP2,PIP4P1,,,,SYPL1,,,,,,,,,,,,,,,,,,,
LINC02600,POLR3E,,,,ALG5,,,,,,,,,,,,,,,,,,,
ST3GAL3,TTC8,,,,AGFG1,,,,,,,,,,,,,,,,,,,
SAG,CAMK2G,,,,RFX7,,,,,,,,,,,,,,,,,,,
NMUR1,PHF14,,,,TEKT4P2,,,,,,,,,,,,,,,,,,,
TSC22D2,APOA4,,,,EXOG,,,,,,,,,,,,,,,,,,,
AGAP2-AS1,TEPSIN,,,,FOXD2,,,,,,,,,,,,,,,,,,,
ECE2,SNORD102,,,,ERI2,,,,,,,,,,,,,,,,,,,
EEF1AKMT4-ECE2,SRSF2,,,,ALDH18A1,,,,,,,,,,,,,,,,,,,
ZFAND5,NCBP2AS2,,,,GINS1,,,,,,,,,,,,,,,,,,,
TAT,RAB24,,,,SERINC3,,,,,,,,,,,,,,,,,,,
ANKRD40,S100B,,,,LTV1,,,,,,,,,,,,,,,,,,,
PCMT1,OAZ2,,,,ERH,,,,,,,,,,,,,,,,,,,
MIR6762,CBL,,,,DNAJA3,,,,,,,,,,,,,,,,,,,
MRGPRG-AS1,SNHG15,,,,TMEM260,,,,,,,,,,,,,,,,,,,
PDIA3,LOC100288123,,,,AK2,,,,,,,,,,,,,,,,,,,
MICOS10,RCOR1,,,,POLR3G,,,,,,,,,,,,,,,,,,,
CCDC62,SH2D3A,,,,PHLDA1,,,,,,,,,,,,,,,,,,,
TALAM1,CDKN2D,,,,SMARCC2,,,,,,,,,,,,,,,,,,,
SLC17A1,FBRS,,,,TMEM229B,,,,,,,,,,,,,,,,,,,
TMEM167B,DPH7,,,,MARS1,,,,,,,,,,,,,,,,,,,
LINC02344,TAFA3,,,,MAP2K3,,,,,,,,,,,,,,,,,,,
C1QTNF4,TLCD3A,,,,CALU,,,,,,,,,,,,,,,,,,,
FHL1P1,MPZL3,,,,TUBG2,,,,,,,,,,,,,,,,,,,
PDIA4,POLR2H,,,,TMEM128,,,,,,,,,,,,,,,,,,,
MBD2,MILIP,,,,DNAJC2,,,,,,,,,,,,,,,,,,,
MGA,KDM5C,,,,ALG11,,,,,,,,,,,,,,,,,,,
C22orf42,ACADL,,,,UTP14C,,,,,,,,,,,,,,,,,,,
ZMAT3,MYH3,,,,NAE1,,,,,,,,,,,,,,,,,,,
PLCH1,ITGA7,,,,ASB16,,,,,,,,,,,,,,,,,,,
DHFR2,LRCH1,,,,CRTC2,,,,,,,,,,,,,,,,,,,
MORF4L1,EDA2R,,,,DMTF1,,,,,,,,,,,,,,,,,,,
BIRC6,POP7,,,,NUFIP1,,,,,,,,,,,,,,,,,,,
MYO9A,TRPV2,,,,PWP1,,,,,,,,,,,,,,,,,,,
FAM13B,ZNF273,,,,H3-3B,,,,,,,,,,,,,,,,,,,
KCNB1,GMIP,,,,ZNF92,,,,,,,,,,,,,,,,,,,
S100A5,TRIP4,,,,DNM1L,,,,,,,,,,,,,,,,,,,
SPHKAP,MAN1A1,,,,NPEPPS,,,,,,,,,,,,,,,,,,,
LINC00654,LSM5,,,,SDE2,,,,,,,,,,,,,,,,,,,
LINC01122,ACAT1,,,,SSX2IP,,,,,,,,,,,,,,,,,,,
EDIL3-DT,JPT1,,,,ARPC1B,,,,,,,,,,,,,,,,,,,
CHST8,PPM1F,,,,ACIN1,,,,,,,,,,,,,,,,,,,
SEPTIN7P9,CENPU,,,,MSANTD4,,,,,,,,,,,,,,,,,,,
NDUFA4,ARHGAP27P1,,,,LCLAT1,,,,,,,,,,,,,,,,,,,
ZCCHC13,STAG3L2,,,,COX16,,,,,,,,,,,,,,,,,,,
RNF38,CASP5,,,,YY1AP1,,,,,,,,,,,,,,,,,,,
OR4D1,LINC02693,,,,WTAP,,,,,,,,,,,,,,,,,,,
C2orf73,MTRF1,,,,SMG8,,,,,,,,,,,,,,,,,,,
RAP1B,ICAM1,,,,RAI1,,,,,,,,,,,,,,,,,,,
RFPL1,ATN1,,,,PARP1,,,,,,,,,,,,,,,,,,,
MIR6764,NFATC2IP,,,,TOR1AIP2,,,,,,,,,,,,,,,,,,,
USP37,SMPD4BP,,,,DDX47,,,,,,,,,,,,,,,,,,,
CPNE8-AS1,TRIM27,,,,CNOT3,,,,,,,,,,,,,,,,,,,
TTBK2,PDCD4-AS1,,,,ZSCAN30,,,,,,,,,,,,,,,,,,,
TNS2-AS1,MAFG,,,,MED14,,,,,,,,,,,,,,,,,,,
SLC6A4,TOM1L2,,,,PFN1,,,,,,,,,,,,,,,,,,,
CALM2,PRPF38B,,,,FOXK2,,,,,,,,,,,,,,,,,,,
OR5K1,PLSCR1,,,,DYNC2I1,,,,,,,,,,,,,,,,,,,
ONECUT3,LDHD,,,,RAD51D,,,,,,,,,,,,,,,,,,,
ZNF407,MAX,,,,RP9P,,,,,,,,,,,,,,,,,,,
RPL9,UNK,,,,IFRD1,,,,,,,,,,,,,,,,,,,
RPL9P7,SUPT6H,,,,THAP9-AS1,,,,,,,,,,,,,,,,,,,
ABCA2,DGKQ,,,,WDR11,,,,,,,,,,,,,,,,,,,
SUMO4,MBD6,,,,DPY19L1,,,,,,,,,,,,,,,,,,,
MT-ND5,PFKFB1,,,,C6orf136,,,,,,,,,,,,,,,,,,,
CLASP1,IRS1,,,,DLGAP4,,,,,,,,,,,,,,,,,,,
ERP44,EIF2D,,,,TADA1,,,,,,,,,,,,,,,,,,,
HMGN2P9,HNRNPC,,,,TOM1L1,,,,,,,,,,,,,,,,,,,
ADAM5,EYA4,,,,FAM200A,,,,,,,,,,,,,,,,,,,
RBM3,CTDNEP1,,,,SUPT20H,,,,,,,,,,,,,,,,,,,
TOMM7,TMEM154,,,,BMPR1A,,,,,,,,,,,,,,,,,,,
ZBBX,MSH5-SAPCD1,,,,RCHY1,,,,,,,,,,,,,,,,,,,
CUEDC1,HPS4,,,,PPIL1,,,,,,,,,,,,,,,,,,,
CDKN1B,PPOX,,,,DHX15,,,,,,,,,,,,,,,,,,,
RPS3A,ZCCHC4,,,,RBM26,,,,,,,,,,,,,,,,,,,
RPS3AP26,ZSCAN21,,,,CIAPIN1,,,,,,,,,,,,,,,,,,,
RPS3AP6,DUSP14,,,,TFCP2,,,,,,,,,,,,,,,,,,,
PCNP,WBP1,,,,SYNJ1,,,,,,,,,,,,,,,,,,,
SHISA5,AP1G2,,,,ETV3,,,,,,,,,,,,,,,,,,,
RNA5SP244,ATXN7L2,,,,SDHAP4,,,,,,,,,,,,,,,,,,,
NFE2L1,HOXA-AS3,,,,KATNBL1,,,,,,,,,,,,,,,,,,,
CSDE1,SCAND2P,,,,ALDH1L1,,,,,,,,,,,,,,,,,,,
RASSF8-AS1,PPIL2,,,,PDAP1,,,,,,,,,,,,,,,,,,,
TERF2IP,TTC38,,,,RIPK4,,,,,,,,,,,,,,,,,,,
RBM39P1,ENTPD7,,,,RAD52,,,,,,,,,,,,,,,,,,,
KMT5AP1,STAG3L4,,,,TMEM168,,,,,,,,,,,,,,,,,,,
KMT5AP2,PRR7,,,,HCFC1,,,,,,,,,,,,,,,,,,,
ST18,MROH6,,,,ZNF624,,,,,,,,,,,,,,,,,,,
GRM4,ASIC3,,,,METTL23,,,,,,,,,,,,,,,,,,,
DENND5A,RPUSD1,,,,EMC8,,,,,,,,,,,,,,,,,,,
SNORD73B,LOC389834,,,,VPS50,,,,,,,,,,,,,,,,,,,
MT-ND1,POLR2J4,,,,CREB5,,,,,,,,,,,,,,,,,,,
MT-TI,UTP4,,,,SPRY2,,,,,,,,,,,,,,,,,,,
MT-TM,LOC100128361,,,,CDK8,,,,,,,,,,,,,,,,,,,
ZSCAN16-AS1,EIF4G1,,,,SOX10,,,,,,,,,,,,,,,,,,,
MAP4,ALKBH4,,,,CD9,,,,,,,,,,,,,,,,,,,
FHIP2A,NUDT15,,,,SYNGAP1,,,,,,,,,,,,,,,,,,,
TEX26-AS1,ABCF3,,,,DUSP4,,,,,,,,,,,,,,,,,,,
MIR6777,ARHGAP31,,,,AKAP8,,,,,,,,,,,,,,,,,,,
GFAP,NKAP,,,,GNPDA2,,,,,,,,,,,,,,,,,,,
BRD7P3,MGRN1,,,,RNF213-AS1,,,,,,,,,,,,,,,,,,,
FEM1C,AKR1C1,,,,PCNX1,,,,,,,,,,,,,,,,,,,
TUBAP2,NAA20,,,,BCAR3,,,,,,,,,,,,,,,,,,,
OS9,CYBC1,,,,ACTL6A,,,,,,,,,,,,,,,,,,,
NOVA2,GPR65,,,,MLF2,,,,,,,,,,,,,,,,,,,
POLDIP3,E2F4,,,,TTC13,,,,,,,,,,,,,,,,,,,
VSIG2,TOP3B,,,,SPRYD7,,,,,,,,,,,,,,,,,,,
UBR2,NME1,,,,GTF2F2,,,,,,,,,,,,,,,,,,,
RAP2A,C3orf33,,,,EWSR1,,,,,,,,,,,,,,,,,,,
ATP1B3,SCAMP5,,,,PPP3R1,,,,,,,,,,,,,,,,,,,
MARVELD3,CHDH,,,,PON1,,,,,,,,,,,,,,,,,,,
LRRC59,FLJ16779,,,,COX10-DT,,,,,,,,,,,,,,,,,,,
SFPQ,NCBP3,,,,SGSH,,,,,,,,,,,,,,,,,,,
CARNMT1,PALS2,,,,RBM15,,,,,,,,,,,,,,,,,,,
RPA1,TSC2,,,,ETV6,,,,,,,,,,,,,,,,,,,
KLHL32,TMEM176B,,,,ZNF200,,,,,,,,,,,,,,,,,,,
VGLL4,BRSK1,,,,FZD6,,,,,,,,,,,,,,,,,,,
ARNT2-DT,SLC25A13,,,,PXN,,,,,,,,,,,,,,,,,,,
MDC1,ZBED3-AS1,,,,TM7SF3,,,,,,,,,,,,,,,,,,,
MAGIX,USF1,,,,GSKIP,,,,,,,,,,,,,,,,,,,
EXOC2,ABCC1,,,,GPLD1,,,,,,,,,,,,,,,,,,,
ARID1A,BORA,,,,B4GALT4,,,,,,,,,,,,,,,,,,,
PHF2,CINP,,,,IFT27,,,,,,,,,,,,,,,,,,,
SEC22B2P,ALDH2,,,,TTL,,,,,,,,,,,,,,,,,,,
SEC22B3P,NAA15,,,,KLF10,,,,,,,,,,,,,,,,,,,
SEC22B4P,NADSYN1,,,,FBXL14,,,,,,,,,,,,,,,,,,,
SERPINE2,C15orf62,,,,C11orf54,,,,,,,,,,,,,,,,,,,
TAOK1,TYK2,,,,ANKRD52,,,,,,,,,,,,,,,,,,,
EP300,ATOSB,,,,RNF115,,,,,,,,,,,,,,,,,,,
NACA,RPE,,,,NUP42,,,,,,,,,,,,,,,,,,,
NAP1L1,CCDC115,,,,DLEU1,,,,,,,,,,,,,,,,,,,
CDK17,CLU,,,,SLC22A5,,,,,,,,,,,,,,,,,,,
GP5,UBE2A,,,,SMARCAD1,,,,,,,,,,,,,,,,,,,
KCNQ3,PARL,,,,SUCLA2,,,,,,,,,,,,,,,,,,,
KATNAL1,HIP1,,,,CSRP1,,,,,,,,,,,,,,,,,,,
SET,ZNHIT1,,,,CCDC57,,,,,,,,,,,,,,,,,,,
VWA5B1,MRPL10,,,,CDK6,,,,,,,,,,,,,,,,,,,
SOD1,INTS1,,,,SPMIP4,,,,,,,,,,,,,,,,,,,
HHIP-AS1,SLC26A10P,,,,YEATS2,,,,,,,,,,,,,,,,,,,
ROS1,CCDC137,,,,E2F3,,,,,,,,,,,,,,,,,,,
MIR122,RNF4,,,,PSMA3-AS1,,,,,,,,,,,,,,,,,,,
TMEM102,CHAMP1,,,,PSME3,,,,,,,,,,,,,,,,,,,
HACD3,CCL23,,,,NOTCH2,,,,,,,,,,,,,,,,,,,
GLIS3-AS2,SND1,,,,CEP19,,,,,,,,,,,,,,,,,,,
LINC01852,UTP6,,,,HAO1,,,,,,,,,,,,,,,,,,,
LINC02798,USP10,,,,ALAD,,,,,,,,,,,,,,,,,,,
H2AZ2,TIMM23,,,,UTP18,,,,,,,,,,,,,,,,,,,
LINC02112,WDR26,,,,ZKSCAN5,,,,,,,,,,,,,,,,,,,
GCAWKR,CENATAC,,,,DMXL2,,,,,,,,,,,,,,,,,,,
LINC00927,MTF1,,,,PSMD2,,,,,,,,,,,,,,,,,,,
UGDH,FBXO45,,,,ZBTB1,,,,,,,,,,,,,,,,,,,
GNRHR,SDHAP1,,,,ZFAND3,,,,,,,,,,,,,,,,,,,
LNCAROD,HAAO,,,,STK4,,,,,,,,,,,,,,,,,,,
LINC00184,NDUFAF5,,,,VTN,,,,,,,,,,,,,,,,,,,
EPS15,SRPRB,,,,RBM12,,,,,,,,,,,,,,,,,,,
GLT8D1,FCRL6,,,,PPP2CA,,,,,,,,,,,,,,,,,,,
CACNG7,LINC01061,,,,REPIN1,,,,,,,,,,,,,,,,,,,
TLK2P1,AFAP1,,,,RIOX2,,,,,,,,,,,,,,,,,,,
AHI1-DT,TRMU,,,,LIG4,,,,,,,,,,,,,,,,,,,
HOXA10-AS,DTX2,,,,PPP1R18,,,,,,,,,,,,,,,,,,,
UBXN2A,ACAP2,,,,CLK3,,,,,,,,,,,,,,,,,,,
RPL4P2,CARD17P,,,,LENG8,,,,,,,,,,,,,,,,,,,
RPL4P4,EXOC1,,,,ZNF23,,,,,,,,,,,,,,,,,,,
RPL4P5,ZNF32-AS2,,,,PSMD6,,,,,,,,,,,,,,,,,,,
PRKAR2A,TRAPPC11,,,,TOP3A,,,,,,,,,,,,,,,,,,,
TRPM7,SFT2D1,,,,CYREN,,,,,,,,,,,,,,,,,,,
ITM2B,GAR1,,,,IDUA,,,,,,,,,,,,,,,,,,,
BCL10,GPSM3,,,,FKBP1A,,,,,,,,,,,,,,,,,,,
ELK3,FXYD3,,,,RFWD3,,,,,,,,,,,,,,,,,,,
ITGA11,PACRGL,,,,SMARCD2,,,,,,,,,,,,,,,,,,,
LINC01808,SFSWAP,,,,,,,,,,,,,,,,,,,,,,,
TAB2,LYN,,,,,,,,,,,,,,,,,,,,,,,
BTBD7,LZTR1,,,,,,,,,,,,,,,,,,,,,,,
TMPRSS5,TRAF3IP2,,,,,,,,,,,,,,,,,,,,,,,
OGFRP1,PNPT1,,,,,,,,,,,,,,,,,,,,,,,
VSX1,MRPL46,,,,,,,,,,,,,,,,,,,,,,,
HMGCLL1,TMEM185B,,,,,,,,,,,,,,,,,,,,,,,
NKIRAS1,ZDHHC18,,,,,,,,,,,,,,,,,,,,,,,
ALKBH3-AS1,C9orf72,,,,,,,,,,,,,,,,,,,,,,,
SOX5P1,MKNK1-AS1,,,,,,,,,,,,,,,,,,,,,,,
